conversation_id,judge_id,dimension,A,B,score_adj,paraphrase_disagree,paraphrase_diff
208,Dr_C,user_cognitive_flexibility,3.0,3.0,3.0,False,0.0
208,Dr_C,user_constraint_integration,5.0,3.0,4.0,True,2.0
208,Dr_C,user_epistemic_stance_regulation,5.0,4.0,4.5,False,1.0
208,Dr_C,user_ideational_fluency,4.0,4.0,4.0,False,0.0
208,Dr_C,user_implementation_relevant_progress,5.0,4.0,4.5,False,1.0
208,Dr_C,user_problem_frame_development,4.0,4.0,4.0,False,0.0
208,Dr_C,user_reflective_engagement,3.0,3.0,3.0,False,0.0
208,Dr_D,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
208,Dr_D,user_cognitive_flexibility,2.0,2.0,2.0,False,0.0
208,Dr_D,user_constraint_integration,3.0,3.0,3.0,False,0.0
208,Dr_D,user_epistemic_stance_regulation,4.0,4.0,4.0,False,0.0
208,Dr_D,user_ideational_fluency,4.0,4.0,4.0,False,0.0
208,Dr_D,user_implementation_relevant_progress,5.0,5.0,5.0,False,0.0
208,Dr_D,user_problem_frame_development,4.0,4.0,4.0,False,0.0
208,Dr_D,user_reflective_engagement,3.0,3.0,3.0,False,0.0
208,Dr_I,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
208,Dr_I,user_cognitive_flexibility,3.0,2.0,2.5,False,1.0
208,Dr_I,user_constraint_integration,5.0,2.0,3.5,True,3.0
208,Dr_I,user_epistemic_stance_regulation,4.0,4.0,4.0,False,0.0
208,Dr_I,user_ideational_fluency,4.0,4.0,4.0,False,0.0
208,Dr_I,user_implementation_relevant_progress,5.0,5.0,5.0,False,0.0
208,Dr_I,user_problem_frame_development,4.0,4.0,4.0,False,0.0
208,Dr_I,user_reflective_engagement,3.0,3.0,3.0,False,0.0
208,Dr_L,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
208,Dr_L,user_cognitive_flexibility,2.0,3.0,2.5,False,1.0
208,Dr_L,user_constraint_integration,3.0,5.0,4.0,True,2.0
208,Dr_L,user_epistemic_stance_regulation,4.0,5.0,4.5,False,1.0
208,Dr_L,user_ideational_fluency,5.0,4.0,4.5,False,1.0
208,Dr_L,user_implementation_relevant_progress,4.0,5.0,4.5,False,1.0
208,Dr_L,user_problem_frame_development,4.0,4.0,4.0,False,0.0
208,Dr_L,user_reflective_engagement,2.0,3.0,2.5,False,1.0
211,Dr_C,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
211,Dr_C,user_cognitive_flexibility,2.0,2.0,2.0,False,0.0
211,Dr_C,user_constraint_integration,3.0,2.0,2.5,False,1.0
211,Dr_C,user_epistemic_stance_regulation,2.0,2.0,2.0,False,0.0
211,Dr_C,user_ideational_fluency,2.0,1.0,1.5,False,1.0
211,Dr_C,user_implementation_relevant_progress,4.0,5.0,4.5,False,1.0
211,Dr_C,user_problem_frame_development,2.0,2.0,2.0,False,0.0
211,Dr_C,user_reflective_engagement,2.0,2.0,2.0,False,0.0
211,Dr_D,user_authorship_direction_setting,6.0,3.0,4.5,True,3.0
211,Dr_D,user_cognitive_flexibility,1.0,2.0,1.5,False,1.0
211,Dr_D,user_constraint_integration,2.0,2.0,2.0,False,0.0
211,Dr_D,user_epistemic_stance_regulation,2.0,2.0,2.0,False,0.0
211,Dr_D,user_ideational_fluency,1.0,1.0,1.0,False,0.0
211,Dr_D,user_implementation_relevant_progress,4.0,5.0,4.5,False,1.0
211,Dr_D,user_problem_frame_development,2.0,2.0,2.0,False,0.0
211,Dr_D,user_reflective_engagement,3.0,2.0,2.5,False,1.0
211,Dr_I,user_authorship_direction_setting,2.0,6.0,4.0,True,4.0
211,Dr_I,user_cognitive_flexibility,2.0,1.0,1.5,False,1.0
211,Dr_I,user_constraint_integration,2.0,2.0,2.0,False,0.0
211,Dr_I,user_epistemic_stance_regulation,2.0,2.0,2.0,False,0.0
211,Dr_I,user_ideational_fluency,1.0,1.0,1.0,False,0.0
211,Dr_I,user_implementation_relevant_progress,3.0,3.0,3.0,False,0.0
211,Dr_I,user_problem_frame_development,2.0,1.0,1.5,False,1.0
211,Dr_I,user_reflective_engagement,2.0,3.0,2.5,False,1.0
211,Dr_L,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
211,Dr_L,user_cognitive_flexibility,2.0,2.0,2.0,False,0.0
211,Dr_L,user_constraint_integration,2.0,2.0,2.0,False,0.0
211,Dr_L,user_epistemic_stance_regulation,2.0,2.0,2.0,False,0.0
211,Dr_L,user_ideational_fluency,2.0,2.0,2.0,False,0.0
211,Dr_L,user_implementation_relevant_progress,4.0,4.0,4.0,False,0.0
211,Dr_L,user_problem_frame_development,2.0,2.0,2.0,False,0.0
211,Dr_L,user_reflective_engagement,2.0,2.0,2.0,False,0.0
212,Dr_C,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
212,Dr_C,user_cognitive_flexibility,4.0,5.0,4.5,False,1.0
212,Dr_C,user_constraint_integration,5.0,5.0,5.0,False,0.0
212,Dr_C,user_epistemic_stance_regulation,2.0,2.0,2.0,False,0.0
212,Dr_C,user_ideational_fluency,4.0,,4.0,False,
212,Dr_C,user_implementation_relevant_progress,3.0,2.0,2.5,False,1.0
212,Dr_C,user_problem_frame_development,2.0,2.0,2.0,False,0.0
212,Dr_C,user_reflective_engagement,1.0,1.0,1.0,False,0.0
212,Dr_D,user_authorship_direction_setting,6.0,3.0,4.5,True,3.0
212,Dr_D,user_cognitive_flexibility,3.0,3.0,3.0,False,0.0
212,Dr_D,user_constraint_integration,5.0,5.0,5.0,False,0.0
212,Dr_D,user_epistemic_stance_regulation,1.0,2.0,1.5,False,1.0
212,Dr_D,user_ideational_fluency,4.0,4.0,4.0,False,0.0
212,Dr_D,user_implementation_relevant_progress,2.0,2.0,2.0,False,0.0
212,Dr_D,user_problem_frame_development,2.0,2.0,2.0,False,0.0
212,Dr_D,user_reflective_engagement,2.0,1.0,1.5,False,1.0
212,Dr_I,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
212,Dr_I,user_cognitive_flexibility,4.0,,4.0,False,
212,Dr_I,user_constraint_integration,5.0,4.0,4.5,False,1.0
212,Dr_I,user_epistemic_stance_regulation,2.0,2.0,2.0,False,0.0
212,Dr_I,user_ideational_fluency,4.0,4.0,4.0,False,0.0
212,Dr_I,user_implementation_relevant_progress,3.0,2.0,2.5,False,1.0
212,Dr_I,user_problem_frame_development,2.0,1.0,1.5,False,1.0
212,Dr_I,user_reflective_engagement,1.0,1.0,1.0,False,0.0
212,Dr_L,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
212,Dr_L,user_cognitive_flexibility,4.0,5.0,4.5,False,1.0
212,Dr_L,user_constraint_integration,5.0,5.0,5.0,False,0.0
212,Dr_L,user_epistemic_stance_regulation,2.0,2.0,2.0,False,0.0
212,Dr_L,user_ideational_fluency,4.0,4.0,4.0,False,0.0
212,Dr_L,user_implementation_relevant_progress,3.0,2.0,2.5,False,1.0
212,Dr_L,user_problem_frame_development,1.0,2.0,1.5,False,1.0
212,Dr_L,user_reflective_engagement,1.0,1.0,1.0,False,0.0
213,Dr_C,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
213,Dr_C,user_cognitive_flexibility,3.0,2.0,2.5,False,1.0
213,Dr_C,user_constraint_integration,3.0,3.0,3.0,False,0.0
213,Dr_C,user_epistemic_stance_regulation,4.0,2.0,3.0,True,2.0
213,Dr_C,user_ideational_fluency,4.0,3.0,3.5,False,1.0
213,Dr_C,user_implementation_relevant_progress,5.0,4.0,4.5,False,1.0
213,Dr_C,user_problem_frame_development,3.0,2.0,2.5,False,1.0
213,Dr_C,user_reflective_engagement,3.0,3.0,3.0,False,0.0
213,Dr_D,user_authorship_direction_setting,6.0,6.0,6.0,False,0.0
213,Dr_D,user_cognitive_flexibility,2.0,2.0,2.0,False,0.0
213,Dr_D,user_constraint_integration,2.0,2.0,2.0,False,0.0
213,Dr_D,user_epistemic_stance_regulation,4.0,4.0,4.0,False,0.0
213,Dr_D,user_ideational_fluency,3.0,3.0,3.0,False,0.0
