conversation_id,judge_id,paraphrase,dimension,score_1_7,confidence_0_1,usable_for_inference,n_attempts,wrote_at,model_used
154,Dr_I,A,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:24:29,gemini-3.1-flash-lite-preview
154,Dr_I,A,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:24:35,gemini-3.1-flash-lite-preview
154,Dr_I,A,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:24:37,gemini-3.1-flash-lite-preview
154,Dr_I,A,user_constraint_integration,2.0,0.9,True,1,2026-05-23 18:24:46,gemini-3.1-flash-lite-preview
154,Dr_I,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:24:48,gemini-3.1-flash-lite-preview
154,Dr_I,A,user_authorship_direction_setting,2.0,0.9,True,1,2026-05-23 18:24:50,gemini-3.1-flash-lite-preview
154,Dr_I,A,user_implementation_relevant_progress,2.0,0.9,True,1,2026-05-23 18:25:00,gemini-3.1-flash-lite-preview
154,Dr_I,B,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:25:02,gemini-3.1-flash-lite-preview
154,Dr_I,B,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:25:03,gemini-3.1-flash-lite-preview
154,Dr_I,B,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:25:05,gemini-3.1-flash-lite-preview
154,Dr_I,B,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:25:07,gemini-3.1-flash-lite-preview
154,Dr_I,B,user_constraint_integration,2.0,0.9,True,1,2026-05-23 18:25:09,gemini-3.1-flash-lite-preview
154,Dr_I,B,user_epistemic_stance_regulation,1.0,0.9,True,1,2026-05-23 18:25:11,gemini-3.1-flash-lite-preview
154,Dr_I,B,user_authorship_direction_setting,2.0,0.9,True,1,2026-05-23 18:25:13,gemini-3.1-flash-lite-preview
154,Dr_I,B,user_implementation_relevant_progress,2.0,0.9,True,1,2026-05-23 18:25:19,gemini-3.1-flash-lite-preview
154,Dr_D,A,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:25:21,gemini-3.1-flash-lite-preview
154,Dr_D,A,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:25:27,gemini-3.1-flash-lite-preview
154,Dr_D,A,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:25:29,gemini-3.1-flash-lite-preview
154,Dr_D,A,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:25:37,gemini-3.1-flash-lite-preview
154,Dr_D,A,user_constraint_integration,3.0,0.9,True,1,2026-05-23 18:25:39,gemini-3.1-flash-lite-preview
154,Dr_D,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:25:41,gemini-3.1-flash-lite-preview
154,Dr_D,A,user_authorship_direction_setting,3.0,0.9,True,1,2026-05-23 18:25:48,gemini-3.1-flash-lite-preview
154,Dr_D,A,user_implementation_relevant_progress,2.0,0.9,True,1,2026-05-23 18:25:50,gemini-3.1-flash-lite-preview
154,Dr_D,B,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:25:52,gemini-3.1-flash-lite-preview
154,Dr_D,B,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:25:54,gemini-3.1-flash-lite-preview
154,Dr_D,B,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:25:56,gemini-3.1-flash-lite-preview
154,Dr_D,B,user_reflective_engagement,2.0,0.9,True,3,2026-05-23 18:26:10,gemini-3.1-flash-lite-preview
154,Dr_D,B,user_constraint_integration,2.0,0.9,True,1,2026-05-23 18:26:12,gemini-3.1-flash-lite-preview
154,Dr_D,B,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:26:19,gemini-3.1-flash-lite-preview
154,Dr_D,B,user_authorship_direction_setting,3.0,0.9,True,1,2026-05-23 18:26:21,gemini-3.1-flash-lite-preview
154,Dr_D,B,user_implementation_relevant_progress,2.0,0.9,True,1,2026-05-23 18:26:35,gemini-3.1-flash-lite-preview
154,Dr_L,A,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:26:55,gemini-3.1-flash-lite-preview
154,Dr_L,A,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:26:57,gemini-3.1-flash-lite-preview
154,Dr_L,A,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:26:59,gemini-3.1-flash-lite-preview
154,Dr_L,A,user_reflective_engagement,1.0,0.95,True,1,2026-05-23 18:27:05,gemini-3.1-flash-lite-preview
154,Dr_L,A,user_constraint_integration,3.0,0.9,True,1,2026-05-23 18:27:08,gemini-3.1-flash-lite-preview
154,Dr_L,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:27:10,gemini-3.1-flash-lite-preview
154,Dr_L,A,user_authorship_direction_setting,3.0,0.9,True,1,2026-05-23 18:27:12,gemini-3.1-flash-lite-preview
154,Dr_L,A,user_implementation_relevant_progress,2.0,0.9,True,1,2026-05-23 18:27:14,gemini-3.1-flash-lite-preview
154,Dr_L,B,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:27:16,gemini-3.1-flash-lite-preview
154,Dr_L,B,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:27:25,gemini-3.1-flash-lite-preview
154,Dr_L,B,user_problem_frame_development,3.0,0.8,True,1,2026-05-23 18:27:27,gemini-3.1-flash-lite-preview
154,Dr_L,B,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:27:46,gemini-3.1-flash-lite-preview
154,Dr_L,B,user_constraint_integration,2.0,0.9,True,1,2026-05-23 18:27:48,gemini-3.1-flash-lite-preview
154,Dr_L,B,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:28:12,gemini-3.1-flash-lite-preview
154,Dr_L,B,user_authorship_direction_setting,3.0,0.9,True,1,2026-05-23 18:28:14,gemini-3.1-flash-lite-preview
154,Dr_L,B,user_implementation_relevant_progress,2.0,0.9,True,1,2026-05-23 18:28:16,gemini-3.1-flash-lite-preview
171,Dr_C,A,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:28:18,gemini-3.1-flash-lite-preview
171,Dr_C,A,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:28:20,gemini-3.1-flash-lite-preview
171,Dr_C,A,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:28:22,gemini-3.1-flash-lite-preview
171,Dr_C,A,user_reflective_engagement,2.0,0.8,True,1,2026-05-23 18:28:24,gemini-3.1-flash-lite-preview
171,Dr_C,A,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:28:26,gemini-3.1-flash-lite-preview
171,Dr_C,A,user_epistemic_stance_regulation,3.0,0.8,True,1,2026-05-23 18:28:32,gemini-3.1-flash-lite-preview
171,Dr_C,A,user_authorship_direction_setting,3.0,0.9,True,1,2026-05-23 18:28:34,gemini-3.1-flash-lite-preview
171,Dr_C,A,user_implementation_relevant_progress,4.0,0.8,True,1,2026-05-23 18:28:36,gemini-3.1-flash-lite-preview
171,Dr_C,B,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:28:43,gemini-3.1-flash-lite-preview
171,Dr_C,B,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:28:46,gemini-3.1-flash-lite-preview
171,Dr_C,B,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:28:48,gemini-3.1-flash-lite-preview
171,Dr_C,B,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:28:49,gemini-3.1-flash-lite-preview
171,Dr_C,B,user_constraint_integration,2.0,0.8,True,1,2026-05-23 18:28:51,gemini-3.1-flash-lite-preview
171,Dr_C,B,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:28:54,gemini-3.1-flash-lite-preview
171,Dr_C,B,user_authorship_direction_setting,3.0,0.9,True,3,2026-05-23 18:29:08,gemini-3.1-flash-lite-preview
171,Dr_C,B,user_implementation_relevant_progress,4.0,0.9,True,1,2026-05-23 18:29:10,gemini-3.1-flash-lite-preview
171,Dr_I,A,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:29:13,gemini-3.1-flash-lite-preview
171,Dr_I,A,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:29:15,gemini-3.1-flash-lite-preview
171,Dr_I,A,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:29:24,gemini-3.1-flash-lite-preview
171,Dr_I,A,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:29:26,gemini-3.1-flash-lite-preview
171,Dr_I,A,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:29:28,gemini-3.1-flash-lite-preview
171,Dr_I,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:29:35,gemini-3.1-flash-lite-preview
171,Dr_I,A,user_authorship_direction_setting,3.0,0.9,True,1,2026-05-23 18:29:38,gemini-3.1-flash-lite-preview
171,Dr_I,A,user_implementation_relevant_progress,4.0,0.9,True,1,2026-05-23 18:29:40,gemini-3.1-flash-lite-preview
171,Dr_I,B,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:29:42,gemini-3.1-flash-lite-preview
171,Dr_I,B,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:29:44,gemini-3.1-flash-lite-preview
171,Dr_I,B,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:29:46,gemini-3.1-flash-lite-preview
171,Dr_I,B,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:29:49,gemini-3.1-flash-lite-preview
171,Dr_I,B,user_constraint_integration,2.0,0.9,True,1,2026-05-23 18:29:51,gemini-3.1-flash-lite-preview
171,Dr_I,B,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:29:53,gemini-3.1-flash-lite-preview
171,Dr_I,B,user_implementation_relevant_progress,3.0,0.9,True,1,2026-05-23 18:30:07,gemini-3.1-flash-lite-preview
171,Dr_D,A,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:30:10,gemini-3.1-flash-lite-preview
171,Dr_D,A,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:30:12,gemini-3.1-flash-lite-preview
171,Dr_D,A,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:30:14,gemini-3.1-flash-lite-preview
171,Dr_D,A,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:30:22,gemini-3.1-flash-lite-preview
171,Dr_D,A,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:30:30,gemini-3.1-flash-lite-preview
171,Dr_D,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:30:32,gemini-3.1-flash-lite-preview
171,Dr_D,A,user_authorship_direction_setting,3.0,0.9,True,1,2026-05-23 18:30:34,gemini-3.1-flash-lite-preview
171,Dr_D,A,user_implementation_relevant_progress,4.0,0.9,True,1,2026-05-23 18:30:36,gemini-3.1-flash-lite-preview
171,Dr_D,B,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:30:39,gemini-3.1-flash-lite-preview
171,Dr_D,B,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:30:40,gemini-3.1-flash-lite-preview
171,Dr_D,B,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:30:49,gemini-3.1-flash-lite-preview
171,Dr_D,B,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:30:54,gemini-3.1-flash-lite-preview
171,Dr_D,B,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:31:00,gemini-3.1-flash-lite-preview
171,Dr_D,B,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:31:03,gemini-3.1-flash-lite-preview
171,Dr_D,B,user_authorship_direction_setting,3.0,0.9,True,1,2026-05-23 18:31:08,gemini-3.1-flash-lite-preview
171,Dr_D,B,user_implementation_relevant_progress,4.0,0.9,True,2,2026-05-23 18:31:21,gemini-3.1-flash-lite-preview
171,Dr_L,A,user_ideational_fluency,2.0,0.9,True,1,2026-05-23 18:31:23,gemini-3.1-flash-lite-preview
171,Dr_L,A,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:31:25,gemini-3.1-flash-lite-preview
171,Dr_L,A,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:31:27,gemini-3.1-flash-lite-preview
171,Dr_L,A,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:31:36,gemini-3.1-flash-lite-preview
171,Dr_L,A,user_constraint_integration,2.0,0.9,True,1,2026-05-23 18:31:38,gemini-3.1-flash-lite-preview
171,Dr_L,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:31:46,gemini-3.1-flash-lite-preview
171,Dr_L,A,user_authorship_direction_setting,2.0,0.9,True,1,2026-05-23 18:31:48,gemini-3.1-flash-lite-preview
171,Dr_L,A,user_implementation_relevant_progress,2.0,0.9,True,1,2026-05-23 18:31:57,gemini-3.1-flash-lite-preview
171,Dr_L,B,user_ideational_fluency,3.0,0.9,True,1,2026-05-23 18:32:00,gemini-3.1-flash-lite-preview
171,Dr_L,B,user_cognitive_flexibility,2.0,0.9,True,1,2026-05-23 18:32:09,gemini-3.1-flash-lite-preview
171,Dr_L,B,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:32:17,gemini-3.1-flash-lite-preview
171,Dr_L,B,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:32:18,gemini-3.1-flash-lite-preview
171,Dr_L,B,user_constraint_integration,2.0,0.8,True,1,2026-05-23 18:32:20,gemini-3.1-flash-lite-preview
171,Dr_L,B,user_epistemic_stance_regulation,3.0,0.8,True,1,2026-05-23 18:32:22,gemini-3.1-flash-lite-preview
171,Dr_L,B,user_authorship_direction_setting,3.0,0.9,True,1,2026-05-23 18:32:29,gemini-3.1-flash-lite-preview
171,Dr_L,B,user_implementation_relevant_progress,4.0,0.9,True,1,2026-05-23 18:32:31,gemini-3.1-flash-lite-preview
196,Dr_C,A,user_ideational_fluency,5.0,0.9,True,1,2026-05-23 18:32:33,gemini-3.1-flash-lite-preview
196,Dr_C,A,user_cognitive_flexibility,4.0,0.85,True,1,2026-05-23 18:32:35,gemini-3.1-flash-lite-preview
196,Dr_C,A,user_problem_frame_development,3.0,0.85,True,1,2026-05-23 18:32:40,gemini-3.1-flash-lite-preview
196,Dr_C,A,user_reflective_engagement,2.0,0.8,True,1,2026-05-23 18:32:42,gemini-3.1-flash-lite-preview
196,Dr_C,A,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:32:46,gemini-3.1-flash-lite-preview
196,Dr_C,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:32:48,gemini-3.1-flash-lite-preview
196,Dr_C,A,user_authorship_direction_setting,6.0,0.9,True,1,2026-05-23 18:32:59,gemini-3.1-flash-lite-preview
196,Dr_C,A,user_implementation_relevant_progress,3.0,0.8,True,1,2026-05-23 18:33:01,gemini-3.1-flash-lite-preview
196,Dr_C,B,user_ideational_fluency,4.0,0.9,True,1,2026-05-23 18:33:03,gemini-3.1-flash-lite-preview
196,Dr_C,B,user_cognitive_flexibility,5.0,0.85,True,1,2026-05-23 18:33:14,gemini-3.1-flash-lite-preview
196,Dr_C,B,user_problem_frame_development,4.0,0.85,True,1,2026-05-23 18:33:18,gemini-3.1-flash-lite-preview
196,Dr_C,B,user_reflective_engagement,3.0,0.8,True,1,2026-05-23 18:33:21,gemini-3.1-flash-lite-preview
196,Dr_C,B,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:33:22,gemini-3.1-flash-lite-preview
196,Dr_C,B,user_epistemic_stance_regulation,2.0,0.85,True,1,2026-05-23 18:33:24,gemini-3.1-flash-lite-preview
196,Dr_C,B,user_authorship_direction_setting,6.0,0.9,True,1,2026-05-23 18:33:27,gemini-3.1-flash-lite-preview
196,Dr_C,B,user_implementation_relevant_progress,3.0,0.9,True,1,2026-05-23 18:33:29,gemini-3.1-flash-lite-preview
196,Dr_I,A,user_ideational_fluency,4.0,0.9,True,1,2026-05-23 18:33:32,gemini-3.1-flash-lite-preview
196,Dr_I,A,user_cognitive_flexibility,5.0,0.8,True,1,2026-05-23 18:33:34,gemini-3.1-flash-lite-preview
196,Dr_I,A,user_problem_frame_development,4.0,0.8,True,1,2026-05-23 18:33:36,gemini-3.1-flash-lite-preview
196,Dr_I,A,user_reflective_engagement,2.0,0.8,True,1,2026-05-23 18:33:43,gemini-3.1-flash-lite-preview
196,Dr_I,A,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:33:46,gemini-3.1-flash-lite-preview
196,Dr_I,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:33:54,gemini-3.1-flash-lite-preview
196,Dr_I,A,user_authorship_direction_setting,6.0,0.9,True,1,2026-05-23 18:33:55,gemini-3.1-flash-lite-preview
196,Dr_I,A,user_implementation_relevant_progress,3.0,0.9,True,1,2026-05-23 18:33:57,gemini-3.1-flash-lite-preview
196,Dr_I,B,user_ideational_fluency,4.0,0.9,True,1,2026-05-23 18:33:59,gemini-3.1-flash-lite-preview
196,Dr_I,B,user_cognitive_flexibility,4.0,0.8,True,1,2026-05-23 18:34:01,gemini-3.1-flash-lite-preview
196,Dr_I,B,user_problem_frame_development,4.0,0.85,True,2,2026-05-23 18:34:08,gemini-3.1-flash-lite-preview
196,Dr_I,B,user_reflective_engagement,3.0,0.8,True,1,2026-05-23 18:34:14,gemini-3.1-flash-lite-preview
196,Dr_I,B,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:34:16,gemini-3.1-flash-lite-preview
196,Dr_I,B,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:34:18,gemini-3.1-flash-lite-preview
196,Dr_I,B,user_authorship_direction_setting,6.0,0.9,True,1,2026-05-23 18:34:20,gemini-3.1-flash-lite-preview
196,Dr_I,B,user_implementation_relevant_progress,3.0,0.9,True,1,2026-05-23 18:34:22,gemini-3.1-flash-lite-preview
196,Dr_D,A,user_ideational_fluency,5.0,0.9,True,1,2026-05-23 18:34:24,gemini-3.1-flash-lite-preview
196,Dr_D,A,user_cognitive_flexibility,5.0,0.85,True,1,2026-05-23 18:34:26,gemini-3.1-flash-lite-preview
196,Dr_D,A,user_problem_frame_development,4.0,0.8,True,1,2026-05-23 18:34:28,gemini-3.1-flash-lite-preview
196,Dr_D,A,user_reflective_engagement,3.0,0.8,True,1,2026-05-23 18:34:30,gemini-3.1-flash-lite-preview
196,Dr_D,A,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:34:35,gemini-3.1-flash-lite-preview
196,Dr_D,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:34:37,gemini-3.1-flash-lite-preview
196,Dr_D,A,user_authorship_direction_setting,6.0,0.9,True,1,2026-05-23 18:34:46,gemini-3.1-flash-lite-preview
196,Dr_D,A,user_implementation_relevant_progress,3.0,0.9,True,1,2026-05-23 18:34:48,gemini-3.1-flash-lite-preview
196,Dr_D,B,user_ideational_fluency,5.0,0.9,True,1,2026-05-23 18:34:57,gemini-3.1-flash-lite-preview
196,Dr_D,B,user_cognitive_flexibility,5.0,0.8,True,1,2026-05-23 18:34:59,gemini-3.1-flash-lite-preview
196,Dr_D,B,user_problem_frame_development,4.0,0.8,True,3,2026-05-23 18:35:13,gemini-3.1-flash-lite-preview
196,Dr_D,B,user_reflective_engagement,3.0,0.8,True,1,2026-05-23 18:35:15,gemini-3.1-flash-lite-preview
196,Dr_D,B,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:35:17,gemini-3.1-flash-lite-preview
196,Dr_D,B,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:35:19,gemini-3.1-flash-lite-preview
196,Dr_D,B,user_authorship_direction_setting,6.0,0.9,True,1,2026-05-23 18:35:26,gemini-3.1-flash-lite-preview
196,Dr_D,B,user_implementation_relevant_progress,3.0,0.9,True,1,2026-05-23 18:35:28,gemini-3.1-flash-lite-preview
196,Dr_L,A,user_ideational_fluency,5.0,0.9,True,1,2026-05-23 18:35:30,gemini-3.1-flash-lite-preview
196,Dr_L,A,user_cognitive_flexibility,5.0,0.85,True,1,2026-05-23 18:35:32,gemini-3.1-flash-lite-preview
196,Dr_L,A,user_problem_frame_development,4.0,0.8,True,1,2026-05-23 18:35:33,gemini-3.1-flash-lite-preview
196,Dr_L,A,user_reflective_engagement,2.0,0.8,True,1,2026-05-23 18:35:36,gemini-3.1-flash-lite-preview
196,Dr_L,A,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:35:46,gemini-3.1-flash-lite-preview
196,Dr_L,A,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:35:48,gemini-3.1-flash-lite-preview
196,Dr_L,A,user_authorship_direction_setting,6.0,0.9,True,1,2026-05-23 18:35:50,gemini-3.1-flash-lite-preview
196,Dr_L,A,user_implementation_relevant_progress,3.0,0.9,True,1,2026-05-23 18:35:52,gemini-3.1-flash-lite-preview
196,Dr_L,B,user_ideational_fluency,5.0,0.9,True,1,2026-05-23 18:35:54,gemini-3.1-flash-lite-preview
196,Dr_L,B,user_cognitive_flexibility,5.0,0.9,True,1,2026-05-23 18:35:56,gemini-3.1-flash-lite-preview
196,Dr_L,B,user_problem_frame_development,5.0,0.9,True,3,2026-05-23 18:36:20,gemini-3.1-flash-lite-preview
196,Dr_L,B,user_reflective_engagement,2.0,0.8,True,1,2026-05-23 18:36:29,gemini-3.1-flash-lite-preview
196,Dr_L,B,user_constraint_integration,3.0,0.8,True,1,2026-05-23 18:36:46,gemini-3.1-flash-lite-preview
196,Dr_L,B,user_epistemic_stance_regulation,3.0,0.8,True,1,2026-05-23 18:36:56,gemini-3.1-flash-lite-preview
196,Dr_L,B,user_authorship_direction_setting,6.0,0.9,True,1,2026-05-23 18:36:58,gemini-3.1-flash-lite-preview
196,Dr_L,B,user_implementation_relevant_progress,3.0,0.9,True,1,2026-05-23 18:37:00,gemini-3.1-flash-lite-preview
199,Dr_C,A,user_ideational_fluency,4.0,0.9,True,1,2026-05-23 18:37:02,gemini-3.1-flash-lite-preview
199,Dr_C,A,user_cognitive_flexibility,3.0,0.85,True,1,2026-05-23 18:37:09,gemini-3.1-flash-lite-preview
199,Dr_C,A,user_problem_frame_development,2.0,0.8,True,1,2026-05-23 18:37:16,gemini-3.1-flash-lite-preview
199,Dr_C,A,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:37:18,gemini-3.1-flash-lite-preview
199,Dr_C,A,user_constraint_integration,5.0,0.9,True,1,2026-05-23 18:37:20,gemini-3.1-flash-lite-preview
199,Dr_C,A,user_epistemic_stance_regulation,4.0,0.8,True,1,2026-05-23 18:37:23,gemini-3.1-flash-lite-preview
199,Dr_C,A,user_authorship_direction_setting,5.0,0.9,True,1,2026-05-23 18:37:31,gemini-3.1-flash-lite-preview
199,Dr_C,A,user_implementation_relevant_progress,4.0,0.9,True,1,2026-05-23 18:37:33,gemini-3.1-flash-lite-preview
199,Dr_C,B,user_ideational_fluency,4.0,0.9,True,1,2026-05-23 18:37:35,gemini-3.1-flash-lite-preview
199,Dr_C,B,user_cognitive_flexibility,2.0,0.85,True,1,2026-05-23 18:37:44,gemini-3.1-flash-lite-preview
199,Dr_C,B,user_problem_frame_development,2.0,0.8,True,1,2026-05-23 18:37:46,gemini-3.1-flash-lite-preview
199,Dr_C,B,user_reflective_engagement,2.0,0.9,True,1,2026-05-23 18:37:47,gemini-3.1-flash-lite-preview
199,Dr_C,B,user_constraint_integration,5.0,0.9,True,1,2026-05-23 18:37:49,gemini-3.1-flash-lite-preview
199,Dr_C,B,user_epistemic_stance_regulation,2.0,0.8,True,1,2026-05-23 18:37:52,gemini-3.1-flash-lite-preview
199,Dr_C,B,user_authorship_direction_setting,5.0,0.9,True,1,2026-05-23 18:37:54,gemini-3.1-flash-lite-preview
199,Dr_C,B,user_implementation_relevant_progress,4.0,0.9,True,1,2026-05-23 18:38:02,gemini-3.1-flash-lite-preview
199,Dr_I,A,user_ideational_fluency,4.0,0.9,True,1,2026-05-23 18:38:08,gemini-3.1-flash-lite-preview
199,Dr_I,A,user_cognitive_flexibility,3.0,0.8,True,1,2026-05-23 18:38:10,gemini-3.1-flash-lite-preview
199,Dr_I,A,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:38:12,gemini-3.1-flash-lite-preview
199,Dr_I,A,user_reflective_engagement,3.0,0.8,True,1,2026-05-23 18:38:19,gemini-3.1-flash-lite-preview
199,Dr_I,A,user_constraint_integration,5.0,0.9,True,1,2026-05-23 18:38:21,gemini-3.1-flash-lite-preview
199,Dr_I,A,user_epistemic_stance_regulation,4.0,0.8,True,1,2026-05-23 18:38:23,gemini-3.1-flash-lite-preview
199,Dr_I,A,user_authorship_direction_setting,5.0,0.9,True,1,2026-05-23 18:38:25,gemini-3.1-flash-lite-preview
199,Dr_I,A,user_implementation_relevant_progress,4.0,0.9,True,1,2026-05-23 18:38:27,gemini-3.1-flash-lite-preview
199,Dr_I,B,user_ideational_fluency,4.0,0.9,True,1,2026-05-23 18:38:29,gemini-3.1-flash-lite-preview
199,Dr_I,B,user_cognitive_flexibility,3.0,0.8,True,1,2026-05-23 18:38:32,gemini-3.1-flash-lite-preview
199,Dr_I,B,user_problem_frame_development,2.0,0.9,True,1,2026-05-23 18:38:34,gemini-3.1-flash-lite-preview
199,Dr_I,B,user_reflective_engagement,3.0,0.8,True,1,2026-05-23 18:38:36,gemini-3.1-flash-lite-preview
