conversation_id,group,challenge_id,scorer,criterion,score_0_4,confidence_0_1,possible_biases,usable_for_inference,conv_word_count
547,treatment,natal_trauma_language,A,coregulation_uptake,3,0.9,none,True,1736
547,treatment,natal_trauma_language,A,timing_fit,3,0.9,none,True,1736
547,treatment,natal_trauma_language,A,implementation_grounding,3,0.9,none,True,1736
547,treatment,natal_trauma_language,A,cognitive_load_clarity,3,0.9,none,True,1736
547,treatment,natal_trauma_language,A,stance_integrity,3,0.9,none,True,1736
547,treatment,natal_trauma_language,A,premature_convergence_risk,1,0.8,none,True,1736
547,treatment,natal_trauma_language,A,runaway_divergence_risk,0,0.9,none,True,1736
547,treatment,natal_trauma_language,B,exploration_opening,2,0.9,none,True,1736
547,treatment,natal_trauma_language,B,reframing_quality,2,0.8,none,True,1736
547,treatment,natal_trauma_language,B,evaluative_discipline,2,0.8,none,True,1736
547,treatment,natal_trauma_language,B,agency_preservation,3,0.9,none,True,1736
547,treatment,natal_trauma_language,B,anchor_management,2,0.7,none,True,1736
547,treatment,natal_trauma_language,B,coregulation_uptake,3,0.9,none,True,1736
547,treatment,natal_trauma_language,B,timing_fit,3,0.9,none,True,1736
547,treatment,natal_trauma_language,B,implementation_grounding,3,0.9,none,True,1736
547,treatment,natal_trauma_language,B,cognitive_load_clarity,3,0.9,none,True,1736
547,treatment,natal_trauma_language,B,stance_integrity,3,0.9,none,True,1736
547,treatment,natal_trauma_language,B,premature_convergence_risk,1,0.8,none,True,1736
547,treatment,natal_trauma_language,B,runaway_divergence_risk,1,0.8,none,True,1736
549,control,natal_trauma_language,A,exploration_opening,2,0.9,none,True,580
549,control,natal_trauma_language,A,reframing_quality,0,0.9,none,True,580
549,control,natal_trauma_language,A,evaluative_discipline,0,0.9,none,True,580
549,control,natal_trauma_language,A,agency_preservation,3,0.9,none,True,580
549,control,natal_trauma_language,A,anchor_management,1,0.8,none,True,580
549,control,natal_trauma_language,A,coregulation_uptake,3,0.9,none,True,580
549,control,natal_trauma_language,A,timing_fit,3,0.9,none,True,580
549,control,natal_trauma_language,A,implementation_grounding,1,0.9,none,True,580
549,control,natal_trauma_language,A,cognitive_load_clarity,3,0.9,none,True,580
549,control,natal_trauma_language,A,stance_integrity,3,0.9,none,True,580
549,control,natal_trauma_language,A,premature_convergence_risk,0,0.9,none,True,580
549,control,natal_trauma_language,A,runaway_divergence_risk,0,0.9,none,True,580
549,control,natal_trauma_language,B,exploration_opening,1,0.9,none,True,580
549,control,natal_trauma_language,B,reframing_quality,0,0.9,none,True,580
549,control,natal_trauma_language,B,evaluative_discipline,0,0.9,none,True,580
549,control,natal_trauma_language,B,agency_preservation,2,0.8,none,True,580
549,control,natal_trauma_language,B,anchor_management,1,0.8,none,True,580
549,control,natal_trauma_language,B,coregulation_uptake,2,0.8,none,True,580
549,control,natal_trauma_language,B,timing_fit,2,0.8,none,True,580
549,control,natal_trauma_language,B,implementation_grounding,1,0.9,none,True,580
549,control,natal_trauma_language,B,cognitive_load_clarity,3,0.9,none,True,580
549,control,natal_trauma_language,B,stance_integrity,2,0.8,none,True,580
549,control,natal_trauma_language,B,premature_convergence_risk,1,0.8,none,True,580
549,control,natal_trauma_language,B,runaway_divergence_risk,0,0.9,none,True,580
575,control,polyron_sleep,A,exploration_opening,2,0.9,none,True,313
575,control,polyron_sleep,A,reframing_quality,0,0.9,none,True,313
575,control,polyron_sleep,A,evaluative_discipline,0,0.9,none,True,313
575,control,polyron_sleep,A,agency_preservation,2,0.8,none,True,313
575,control,polyron_sleep,A,anchor_management,0,0.9,none,True,313
575,control,polyron_sleep,A,coregulation_uptake,2,0.8,none,True,313
575,control,polyron_sleep,A,timing_fit,2,0.8,none,True,313
575,control,polyron_sleep,A,implementation_grounding,2,0.9,none,True,313
575,control,polyron_sleep,A,cognitive_load_clarity,3,0.9,none,True,313
575,control,polyron_sleep,A,stance_integrity,1,0.8,none,True,313
575,control,polyron_sleep,A,premature_convergence_risk,1,0.8,none,True,313
575,control,polyron_sleep,A,runaway_divergence_risk,0,0.9,none,True,313
575,control,polyron_sleep,B,exploration_opening,2,0.9,none,True,313
575,control,polyron_sleep,B,reframing_quality,0,0.9,none,True,313
575,control,polyron_sleep,B,evaluative_discipline,0,0.9,none,True,313
575,control,polyron_sleep,B,agency_preservation,3,0.8,none,True,313
575,control,polyron_sleep,B,anchor_management,1,0.8,none,True,313
575,control,polyron_sleep,B,coregulation_uptake,2,0.8,none,True,313
575,control,polyron_sleep,B,timing_fit,2,0.8,none,True,313
575,control,polyron_sleep,B,implementation_grounding,2,0.8,none,True,313
575,control,polyron_sleep,B,cognitive_load_clarity,3,0.9,none,True,313
575,control,polyron_sleep,B,stance_integrity,0,0.9,none,True,313
575,control,polyron_sleep,B,premature_convergence_risk,2,0.7,none,True,313
575,control,polyron_sleep,B,runaway_divergence_risk,1,0.8,none,True,313
593,treatment,joint_rikma_jewish_arab,A,exploration_opening,2,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,reframing_quality,2,0.8,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,evaluative_discipline,2,0.8,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,agency_preservation,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,anchor_management,2,0.7,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,coregulation_uptake,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,timing_fit,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,implementation_grounding,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,cognitive_load_clarity,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,stance_integrity,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,premature_convergence_risk,1,0.8,none,True,2228
593,treatment,joint_rikma_jewish_arab,A,runaway_divergence_risk,1,0.8,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,exploration_opening,2,1,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,reframing_quality,2,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,evaluative_discipline,2,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,agency_preservation,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,anchor_management,2,0.8,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,coregulation_uptake,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,timing_fit,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,implementation_grounding,2,0.8,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,cognitive_load_clarity,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,stance_integrity,3,0.9,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,premature_convergence_risk,2,0.8,none,True,2228
593,treatment,joint_rikma_jewish_arab,B,runaway_divergence_risk,1,0.9,none,True,2228
595,treatment,joint_rikma_jewish_arab,A,exploration_opening,2,1.0,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,reframing_quality,1,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,evaluative_discipline,3,1.0,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,agency_preservation,3,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,anchor_management,2,0.8,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,coregulation_uptake,3,1.0,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,timing_fit,3,1.0,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,implementation_grounding,4,1.0,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,cognitive_load_clarity,3,1.0,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,stance_integrity,3,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,premature_convergence_risk,2,0.8,none,True,3094
595,treatment,joint_rikma_jewish_arab,A,runaway_divergence_risk,1,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,exploration_opening,2,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,reframing_quality,2,0.8,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,evaluative_discipline,3,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,agency_preservation,3,0.8,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,anchor_management,2,0.8,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,coregulation_uptake,3,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,timing_fit,3,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,implementation_grounding,4,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,cognitive_load_clarity,3,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,stance_integrity,3,0.9,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,premature_convergence_risk,1,0.8,none,True,3094
595,treatment,joint_rikma_jewish_arab,B,runaway_divergence_risk,0,0.9,none,True,3094
605,control,ichilov_rehab_future,A,exploration_opening,2,0.9,none,True,559
605,control,ichilov_rehab_future,A,reframing_quality,1,0.8,none,True,559
605,control,ichilov_rehab_future,A,evaluative_discipline,0,0.9,none,True,559
605,control,ichilov_rehab_future,A,agency_preservation,2,0.8,none,True,559
605,control,ichilov_rehab_future,A,anchor_management,0,0.9,none,True,559
605,control,ichilov_rehab_future,A,coregulation_uptake,1,0.9,none,True,559
605,control,ichilov_rehab_future,A,timing_fit,1,0.8,none,True,559
605,control,ichilov_rehab_future,A,implementation_grounding,1,0.9,none,True,559
605,control,ichilov_rehab_future,A,cognitive_load_clarity,2,0.8,none,True,559
605,control,ichilov_rehab_future,A,stance_integrity,1,0.8,none,True,559
605,control,ichilov_rehab_future,A,premature_convergence_risk,3,0.8,none,True,559
605,control,ichilov_rehab_future,A,runaway_divergence_risk,1,0.7,none,True,559
605,control,ichilov_rehab_future,B,exploration_opening,2,0.9,none,True,559
605,control,ichilov_rehab_future,B,reframing_quality,1,0.8,none,True,559
605,control,ichilov_rehab_future,B,evaluative_discipline,0,0.9,none,True,559
605,control,ichilov_rehab_future,B,agency_preservation,2,0.8,none,True,559
605,control,ichilov_rehab_future,B,anchor_management,1,0.8,none,True,559
605,control,ichilov_rehab_future,B,coregulation_uptake,1,0.9,none,True,559
605,control,ichilov_rehab_future,B,timing_fit,1,0.8,none,True,559
605,control,ichilov_rehab_future,B,implementation_grounding,1,0.9,none,True,559
605,control,ichilov_rehab_future,B,cognitive_load_clarity,2,0.8,none,True,559
605,control,ichilov_rehab_future,B,stance_integrity,1,0.8,none,True,559
605,control,ichilov_rehab_future,B,premature_convergence_risk,2,0.7,none,True,559
605,control,ichilov_rehab_future,B,runaway_divergence_risk,1,0.7,none,True,559
661,treatment,ta_east_reut_yad_eliyahu,A,exploration_opening,2,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,reframing_quality,1,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,evaluative_discipline,0,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,agency_preservation,2,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,anchor_management,0,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,coregulation_uptake,1,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,timing_fit,0,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,implementation_grounding,0,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,cognitive_load_clarity,1,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,stance_integrity,0,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,premature_convergence_risk,3,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,A,runaway_divergence_risk,1,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,exploration_opening,2,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,reframing_quality,1,0.9,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,evaluative_discipline,1,0.9,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,agency_preservation,2,0.9,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,anchor_management,0,0.9,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,coregulation_uptake,2,0.9,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,timing_fit,1,0.9,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,implementation_grounding,1,1,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,cognitive_load_clarity,2,0.9,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,stance_integrity,1,0.9,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,premature_convergence_risk,3,0.9,none,True,1452
661,treatment,ta_east_reut_yad_eliyahu,B,runaway_divergence_risk,0,0.9,none,True,1452
667,treatment,ichilov_rehab_future,A,exploration_opening,4,1.0,none,True,1456
667,treatment,ichilov_rehab_future,A,reframing_quality,2,0.9,none,True,1456
667,treatment,ichilov_rehab_future,A,evaluative_discipline,1,0.9,none,True,1456
667,treatment,ichilov_rehab_future,A,agency_preservation,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,A,anchor_management,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,A,coregulation_uptake,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,A,timing_fit,2,0.8,none,True,1456
667,treatment,ichilov_rehab_future,A,implementation_grounding,1,0.9,none,True,1456
667,treatment,ichilov_rehab_future,A,cognitive_load_clarity,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,A,stance_integrity,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,A,premature_convergence_risk,0,0.9,none,True,1456
667,treatment,ichilov_rehab_future,A,runaway_divergence_risk,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,exploration_opening,4,1.0,none,True,1456
667,treatment,ichilov_rehab_future,B,reframing_quality,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,evaluative_discipline,1,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,agency_preservation,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,anchor_management,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,coregulation_uptake,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,timing_fit,2,0.8,none,True,1456
667,treatment,ichilov_rehab_future,B,implementation_grounding,1,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,cognitive_load_clarity,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,stance_integrity,3,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,premature_convergence_risk,0,0.9,none,True,1456
667,treatment,ichilov_rehab_future,B,runaway_divergence_risk,3,0.9,none,True,1456
679,treatment,ichilov_rehab_future,A,exploration_opening,1,0.9,none,True,2970
679,treatment,ichilov_rehab_future,A,reframing_quality,0,0.9,none,True,2970
679,treatment,ichilov_rehab_future,A,evaluative_discipline,0,0.9,none,True,2970
679,treatment,ichilov_rehab_future,A,agency_preservation,2,0.8,none,True,2970
679,treatment,ichilov_rehab_future,A,anchor_management,0,0.9,none,True,2970
679,treatment,ichilov_rehab_future,A,coregulation_uptake,1,0.8,none,True,2970
679,treatment,ichilov_rehab_future,A,timing_fit,1,0.8,none,True,2970
679,treatment,ichilov_rehab_future,A,implementation_grounding,1,0.9,none,True,2970
679,treatment,ichilov_rehab_future,A,cognitive_load_clarity,2,0.9,none,True,2970
679,treatment,ichilov_rehab_future,A,stance_integrity,0,0.9,none,True,2970
679,treatment,ichilov_rehab_future,A,premature_convergence_risk,2,0.8,none,True,2970
679,treatment,ichilov_rehab_future,A,runaway_divergence_risk,3,0.8,none,True,2970
679,treatment,ichilov_rehab_future,B,exploration_opening,2,1.0,none,True,2970
679,treatment,ichilov_rehab_future,B,reframing_quality,1,0.9,none,True,2970
679,treatment,ichilov_rehab_future,B,evaluative_discipline,0,1.0,none,True,2970
679,treatment,ichilov_rehab_future,B,agency_preservation,1,0.9,none,True,2970
679,treatment,ichilov_rehab_future,B,anchor_management,0,1.0,none,True,2970
679,treatment,ichilov_rehab_future,B,coregulation_uptake,1,0.9,none,True,2970
679,treatment,ichilov_rehab_future,B,timing_fit,1,0.9,none,True,2970
679,treatment,ichilov_rehab_future,B,implementation_grounding,1,0.9,none,True,2970
679,treatment,ichilov_rehab_future,B,cognitive_load_clarity,1,1.0,none,True,2970
679,treatment,ichilov_rehab_future,B,stance_integrity,0,0.9,none,True,2970
679,treatment,ichilov_rehab_future,B,premature_convergence_risk,0,0.8,none,True,2970
679,treatment,ichilov_rehab_future,B,runaway_divergence_risk,4,1.0,none,True,2970
695,control,ichilov_rehab_future,A,exploration_opening,1,1.0,none,True,812
695,control,ichilov_rehab_future,A,reframing_quality,0,1.0,none,True,812
695,control,ichilov_rehab_future,A,evaluative_discipline,0,1.0,none,True,812
695,control,ichilov_rehab_future,A,agency_preservation,2,1.0,none,True,812
695,control,ichilov_rehab_future,A,anchor_management,0,1.0,none,True,812
695,control,ichilov_rehab_future,A,coregulation_uptake,1,1.0,none,True,812
695,control,ichilov_rehab_future,A,timing_fit,2,1.0,none,True,812
695,control,ichilov_rehab_future,A,implementation_grounding,1,1.0,none,True,812
695,control,ichilov_rehab_future,A,cognitive_load_clarity,3,1.0,none,True,812
695,control,ichilov_rehab_future,A,stance_integrity,1,1.0,none,True,812
695,control,ichilov_rehab_future,A,premature_convergence_risk,1,1.0,none,True,812
695,control,ichilov_rehab_future,A,runaway_divergence_risk,1,1.0,none,True,812
695,control,ichilov_rehab_future,B,exploration_opening,2,1,none,True,812
695,control,ichilov_rehab_future,B,reframing_quality,0,1,none,True,812
695,control,ichilov_rehab_future,B,evaluative_discipline,0,1,none,True,812
695,control,ichilov_rehab_future,B,agency_preservation,2,1,none,True,812
695,control,ichilov_rehab_future,B,anchor_management,1,1,none,True,812
695,control,ichilov_rehab_future,B,coregulation_uptake,1,1,none,True,812
695,control,ichilov_rehab_future,B,timing_fit,2,1,none,True,812
695,control,ichilov_rehab_future,B,implementation_grounding,1,1,none,True,812
695,control,ichilov_rehab_future,B,cognitive_load_clarity,3,1,none,True,812
695,control,ichilov_rehab_future,B,stance_integrity,1,1,none,True,812
695,control,ichilov_rehab_future,B,premature_convergence_risk,1,1,none,True,812
695,control,ichilov_rehab_future,B,runaway_divergence_risk,2,1,none,True,812
719,treatment,ichilov_rehab_future,A,exploration_opening,2,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,reframing_quality,2,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,evaluative_discipline,1,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,agency_preservation,3,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,anchor_management,2,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,coregulation_uptake,3,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,timing_fit,3,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,implementation_grounding,2,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,cognitive_load_clarity,3,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,stance_integrity,3,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,premature_convergence_risk,1,1.0,none,True,786
719,treatment,ichilov_rehab_future,A,runaway_divergence_risk,1,1.0,none,True,786
719,treatment,ichilov_rehab_future,B,exploration_opening,2,0.9,none,True,786
719,treatment,ichilov_rehab_future,B,reframing_quality,2,0.8,none,True,786
719,treatment,ichilov_rehab_future,B,evaluative_discipline,1,0.9,none,True,786
719,treatment,ichilov_rehab_future,B,agency_preservation,3,0.9,none,True,786
719,treatment,ichilov_rehab_future,B,anchor_management,2,0.8,none,True,786
719,treatment,ichilov_rehab_future,B,coregulation_uptake,3,0.9,none,True,786
719,treatment,ichilov_rehab_future,B,timing_fit,3,0.9,none,True,786
719,treatment,ichilov_rehab_future,B,implementation_grounding,2,0.8,none,True,786
719,treatment,ichilov_rehab_future,B,cognitive_load_clarity,3,0.9,none,True,786
719,treatment,ichilov_rehab_future,B,stance_integrity,3,0.9,none,True,786
719,treatment,ichilov_rehab_future,B,premature_convergence_risk,1,0.8,none,True,786
719,treatment,ichilov_rehab_future,B,runaway_divergence_risk,1,0.8,none,True,786
731,treatment,natal_trauma_language,A,exploration_opening,2,0.9,none,True,1409
731,treatment,natal_trauma_language,A,reframing_quality,1,0.8,none,True,1409
731,treatment,natal_trauma_language,A,evaluative_discipline,0,0.9,none,True,1409
731,treatment,natal_trauma_language,A,agency_preservation,2,0.8,none,True,1409
731,treatment,natal_trauma_language,A,anchor_management,0,0.9,none,True,1409
731,treatment,natal_trauma_language,A,coregulation_uptake,1,0.8,none,True,1409
731,treatment,natal_trauma_language,A,timing_fit,1,0.8,none,True,1409
731,treatment,natal_trauma_language,A,implementation_grounding,1,0.9,none,True,1409
731,treatment,natal_trauma_language,A,cognitive_load_clarity,2,0.9,none,True,1409
731,treatment,natal_trauma_language,A,stance_integrity,2,0.8,none,True,1409
731,treatment,natal_trauma_language,A,premature_convergence_risk,1,0.7,none,True,1409
731,treatment,natal_trauma_language,A,runaway_divergence_risk,2,0.8,none,True,1409
731,treatment,natal_trauma_language,B,exploration_opening,2,1.0,none,True,1409
731,treatment,natal_trauma_language,B,reframing_quality,1,0.9,none,True,1409
731,treatment,natal_trauma_language,B,evaluative_discipline,0,1.0,none,True,1409
731,treatment,natal_trauma_language,B,agency_preservation,2,0.9,none,True,1409
731,treatment,natal_trauma_language,B,anchor_management,0,1.0,none,True,1409
731,treatment,natal_trauma_language,B,coregulation_uptake,1,0.9,none,True,1409
731,treatment,natal_trauma_language,B,timing_fit,1,0.9,none,True,1409
731,treatment,natal_trauma_language,B,implementation_grounding,1,0.9,none,True,1409
731,treatment,natal_trauma_language,B,cognitive_load_clarity,2,0.9,none,True,1409
731,treatment,natal_trauma_language,B,stance_integrity,1,0.9,none,True,1409
731,treatment,natal_trauma_language,B,premature_convergence_risk,1,0.8,none,True,1409
731,treatment,natal_trauma_language,B,runaway_divergence_risk,3,0.9,none,True,1409
733,treatment,polyron_sleep,A,exploration_opening,3,1.0,none,True,1626
733,treatment,polyron_sleep,A,reframing_quality,2,0.9,none,True,1626
733,treatment,polyron_sleep,A,evaluative_discipline,3,0.9,none,True,1626
733,treatment,polyron_sleep,A,agency_preservation,3,0.9,none,True,1626
733,treatment,polyron_sleep,A,anchor_management,2,0.8,none,True,1626
733,treatment,polyron_sleep,A,coregulation_uptake,3,0.9,none,True,1626
733,treatment,polyron_sleep,A,timing_fit,3,0.9,none,True,1626
733,treatment,polyron_sleep,A,implementation_grounding,3,0.9,none,True,1626
733,treatment,polyron_sleep,A,cognitive_load_clarity,3,0.9,none,True,1626
733,treatment,polyron_sleep,A,stance_integrity,3,0.9,none,True,1626
733,treatment,polyron_sleep,A,premature_convergence_risk,0,0.8,none,True,1626
733,treatment,polyron_sleep,A,runaway_divergence_risk,1,0.8,none,True,1626
733,treatment,polyron_sleep,B,exploration_opening,3,0.9,none,True,1626
733,treatment,polyron_sleep,B,reframing_quality,2,0.8,none,True,1626
733,treatment,polyron_sleep,B,evaluative_discipline,2,0.8,none,True,1626
733,treatment,polyron_sleep,B,agency_preservation,3,0.9,none,True,1626
733,treatment,polyron_sleep,B,anchor_management,2,0.8,none,True,1626
733,treatment,polyron_sleep,B,coregulation_uptake,3,0.9,none,True,1626
733,treatment,polyron_sleep,B,timing_fit,2,0.8,none,True,1626
