conversation_id,episode_id,scorer,criterion,score_0_4,confidence_0_1,counterevidence,possible_biases,usable_for_inference,episode_word_count,episode_type,condition_original_hidden,persona_family_original_hidden
167,167_e03,C,agency_preservation,3.0,0.9,,none,True,168,commitment_event,Persona,Convergent
167,167_e03,C,anchor_management,2.0,0.8,,none,True,168,commitment_event,Persona,Convergent
167,167_e03,C,coregulation_uptake,3.0,0.9,,none,True,168,commitment_event,Persona,Convergent
167,167_e03,C,timing_fit,3.0,0.9,,none,True,168,commitment_event,Persona,Convergent
167,167_e03,C,implementation_grounding,2.0,0.8,,none,True,168,commitment_event,Persona,Convergent
167,167_e03,C,cognitive_load_clarity,3.0,0.9,,none,True,168,commitment_event,Persona,Convergent
167,167_e03,C,stance_integrity,3.0,0.9,,none,True,168,commitment_event,Persona,Convergent
167,167_e03,C,premature_convergence_risk,1.0,0.8,,none,True,168,commitment_event,Persona,Convergent
167,167_e03,C,runaway_divergence_risk,0.0,0.9,,none,True,168,commitment_event,Persona,Convergent
169,169_e03,C,exploration_opening,2.0,0.9,,none,True,213,other,Persona,Convergent
169,169_e03,C,reframing_quality,1.0,0.8,,none,True,213,other,Persona,Convergent
169,169_e03,C,evaluative_discipline,1.0,0.8,,none,True,213,other,Persona,Convergent
169,169_e03,C,agency_preservation,3.0,0.9,,none,True,213,other,Persona,Convergent
169,169_e03,C,anchor_management,2.0,0.8,,none,True,213,other,Persona,Convergent
169,169_e03,C,coregulation_uptake,4.0,0.9,,none,True,213,other,Persona,Convergent
169,169_e03,C,timing_fit,3.0,0.9,,none,True,213,other,Persona,Convergent
169,169_e03,C,implementation_grounding,2.0,0.8,,none,True,213,other,Persona,Convergent
169,169_e03,C,cognitive_load_clarity,3.0,0.9,,none,True,213,other,Persona,Convergent
169,169_e03,C,stance_integrity,3.0,0.9,,none,True,213,other,Persona,Convergent
169,169_e03,C,premature_convergence_risk,1.0,0.8,,none,True,213,other,Persona,Convergent
169,169_e03,C,runaway_divergence_risk,0.0,0.9,,none,True,213,other,Persona,Convergent
171,171_e05,C,exploration_opening,2.0,0.9,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,reframing_quality,1.0,0.8,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,evaluative_discipline,1.0,0.8,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,agency_preservation,3.0,0.9,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,anchor_management,2.0,0.8,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,coregulation_uptake,3.0,0.9,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,timing_fit,3.0,0.9,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,implementation_grounding,2.0,0.8,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,cognitive_load_clarity,3.0,0.9,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,stance_integrity,3.0,0.9,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,premature_convergence_risk,1.0,0.8,,none,True,115,anchor_return,Persona,Convergent
171,171_e05,C,runaway_divergence_risk,1.0,0.8,,none,True,115,anchor_return,Persona,Convergent
184,184_e03,C,exploration_opening,2.0,0.9,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,reframing_quality,1.0,0.8,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,evaluative_discipline,0.0,0.9,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,agency_preservation,3.0,0.9,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,anchor_management,1.0,0.8,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,coregulation_uptake,3.0,0.9,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,timing_fit,3.0,0.9,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,implementation_grounding,2.0,0.8,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,cognitive_load_clarity,3.0,0.9,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,stance_integrity,3.0,0.9,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,premature_convergence_risk,1.0,0.8,,none,True,67,repair_event,GPT,GPT
184,184_e03,C,runaway_divergence_risk,0.0,0.9,,none,True,67,repair_event,GPT,GPT
184,184_e05,C,exploration_opening,2.0,0.9,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,reframing_quality,1.0,0.8,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,evaluative_discipline,1.0,0.9,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,agency_preservation,3.0,0.9,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,anchor_management,2.0,0.8,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,coregulation_uptake,3.0,0.9,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,timing_fit,3.0,0.9,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,implementation_grounding,2.0,0.8,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,cognitive_load_clarity,3.0,0.9,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,stance_integrity,3.0,0.9,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,premature_convergence_risk,0.0,0.8,,none,True,81,repair_event,GPT,GPT
184,184_e05,C,runaway_divergence_risk,0.0,0.8,,none,True,81,repair_event,GPT,GPT
199,199_e01,C,exploration_opening,2.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e01,C,reframing_quality,0.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e01,C,evaluative_discipline,,1.0,,none,False,43,opening_frame,Persona,BoundedRational
199,199_e01,C,agency_preservation,3.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e01,C,anchor_management,,1.0,,none,False,43,opening_frame,Persona,BoundedRational
199,199_e01,C,coregulation_uptake,3.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e01,C,timing_fit,3.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e01,C,implementation_grounding,0.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e01,C,cognitive_load_clarity,3.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e01,C,stance_integrity,3.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e01,C,premature_convergence_risk,0.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e01,C,runaway_divergence_risk,0.0,0.9,,none,True,43,opening_frame,Persona,BoundedRational
199,199_e03,C,exploration_opening,2.0,0.9,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,reframing_quality,2.0,0.8,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,evaluative_discipline,,1.0,,none,False,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,agency_preservation,4.0,0.9,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,anchor_management,2.0,0.8,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,coregulation_uptake,4.0,0.9,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,timing_fit,3.0,0.9,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,implementation_grounding,3.0,0.9,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,cognitive_load_clarity,3.0,0.9,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,stance_integrity,3.0,0.9,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,premature_convergence_risk,0.0,0.9,,none,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,C,runaway_divergence_risk,0.0,0.9,,none,True,81,implementation_grounding_event,Persona,BoundedRational
201,201_e07,C,exploration_opening,2.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,reframing_quality,1.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,evaluative_discipline,0.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,agency_preservation,3.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,anchor_management,1.0,0.8,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,coregulation_uptake,3.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,timing_fit,3.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,implementation_grounding,2.0,0.8,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,cognitive_load_clarity,3.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,stance_integrity,3.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,premature_convergence_risk,0.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
201,201_e07,C,runaway_divergence_risk,1.0,0.9,,none,True,112,ideation_burst,Persona,BoundedRational
203,203_e02,C,exploration_opening,2.0,0.9,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,reframing_quality,2.0,0.8,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,evaluative_discipline,1.0,0.8,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,agency_preservation,3.0,0.9,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,anchor_management,2.0,0.8,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,coregulation_uptake,3.0,0.9,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,timing_fit,3.0,0.9,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,implementation_grounding,2.0,0.8,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,cognitive_load_clarity,3.0,0.9,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,stance_integrity,3.0,0.9,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,premature_convergence_risk,1.0,0.8,,none,True,142,commitment_event,Persona,BoundedRational
203,203_e02,C,runaway_divergence_risk,0.0,0.9,,none,True,142,commitment_event,Persona,BoundedRational
204,204_e02,C,exploration_opening,2.0,0.9,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,reframing_quality,1.0,0.8,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,evaluative_discipline,1.0,0.8,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,agency_preservation,3.0,0.9,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,anchor_management,0.0,0.9,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,coregulation_uptake,3.0,0.9,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,timing_fit,3.0,0.9,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,implementation_grounding,2.0,0.9,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,cognitive_load_clarity,3.0,0.9,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,stance_integrity,3.0,0.9,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,premature_convergence_risk,2.0,0.8,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e02,C,runaway_divergence_risk,0.0,0.9,,none,True,150,ideation_burst,Persona,BoundedRational
204,204_e04,C,exploration_opening,3.0,0.9,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,reframing_quality,3.0,0.9,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,evaluative_discipline,,1.0,,none,False,132,other,Persona,BoundedRational
204,204_e04,C,agency_preservation,3.0,0.9,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,anchor_management,3.0,0.8,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,coregulation_uptake,4.0,0.9,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,timing_fit,3.0,0.8,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,implementation_grounding,1.0,0.8,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,cognitive_load_clarity,3.0,0.9,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,stance_integrity,3.0,0.9,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,premature_convergence_risk,0.0,0.9,,none,True,132,other,Persona,BoundedRational
204,204_e04,C,runaway_divergence_risk,1.0,0.8,,none,True,132,other,Persona,BoundedRational
217,217_e02,C,exploration_opening,2.0,0.9,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,reframing_quality,2.0,0.8,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,evaluative_discipline,3.0,0.9,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,agency_preservation,4.0,0.9,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,anchor_management,3.0,0.8,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,coregulation_uptake,3.0,0.9,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,timing_fit,4.0,0.9,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,implementation_grounding,3.0,0.9,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,cognitive_load_clarity,3.0,0.9,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,stance_integrity,3.0,0.9,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,premature_convergence_risk,0.0,0.9,,none,True,179,reframe_event,Persona,Rational
217,217_e02,C,runaway_divergence_risk,0.0,0.9,,none,True,179,reframe_event,Persona,Rational
218,218_e02,C,exploration_opening,2.0,0.9,,none,True,173,other,Persona,Rational
218,218_e02,C,reframing_quality,2.0,0.8,,none,True,173,other,Persona,Rational
218,218_e02,C,evaluative_discipline,,1.0,,none,False,173,other,Persona,Rational
218,218_e02,C,agency_preservation,3.0,0.9,,none,True,173,other,Persona,Rational
218,218_e02,C,anchor_management,2.0,0.8,,none,True,173,other,Persona,Rational
218,218_e02,C,coregulation_uptake,4.0,0.9,,none,True,173,other,Persona,Rational
218,218_e02,C,timing_fit,3.0,0.9,,none,True,173,other,Persona,Rational
218,218_e02,C,implementation_grounding,2.0,0.8,,none,True,173,other,Persona,Rational
218,218_e02,C,cognitive_load_clarity,3.0,0.9,,none,True,173,other,Persona,Rational
218,218_e02,C,stance_integrity,3.0,0.9,,none,True,173,other,Persona,Rational
218,218_e02,C,premature_convergence_risk,0.0,0.8,,none,True,173,other,Persona,Rational
218,218_e02,C,runaway_divergence_risk,0.0,0.8,,none,True,173,other,Persona,Rational
218,218_e03,C,exploration_opening,2.0,0.9,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,reframing_quality,1.0,0.9,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,evaluative_discipline,2.0,0.8,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,agency_preservation,3.0,0.9,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,anchor_management,1.0,0.8,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,coregulation_uptake,3.0,0.9,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,timing_fit,3.0,0.9,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,implementation_grounding,2.0,0.8,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,cognitive_load_clarity,3.0,0.9,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,stance_integrity,3.0,0.9,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,premature_convergence_risk,1.0,0.8,,none,True,123,ideation_burst,Persona,Rational
218,218_e03,C,runaway_divergence_risk,1.0,0.8,,none,True,123,ideation_burst,Persona,Rational
219,219_e04,C,exploration_opening,2.0,0.9,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,reframing_quality,2.0,0.8,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,evaluative_discipline,1.0,0.9,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,agency_preservation,3.0,0.9,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,anchor_management,2.0,0.8,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,coregulation_uptake,3.0,0.9,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,timing_fit,3.0,0.9,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,implementation_grounding,2.0,0.8,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,cognitive_load_clarity,3.0,0.9,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,stance_integrity,3.0,0.9,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,premature_convergence_risk,0.0,0.9,,none,True,73,user_agency_event,Persona,Rational
219,219_e04,C,runaway_divergence_risk,1.0,0.8,,none,True,73,user_agency_event,Persona,Rational
220,220_e03,C,exploration_opening,3.0,0.9,,none,True,135,other,Persona,Rational
220,220_e03,C,reframing_quality,2.0,0.8,,none,True,135,other,Persona,Rational
220,220_e03,C,evaluative_discipline,3.0,0.9,,none,True,135,other,Persona,Rational
220,220_e03,C,agency_preservation,3.0,0.9,,none,True,135,other,Persona,Rational
220,220_e03,C,anchor_management,2.0,0.8,,none,True,135,other,Persona,Rational
220,220_e03,C,coregulation_uptake,3.0,0.9,,none,True,135,other,Persona,Rational
220,220_e03,C,timing_fit,3.0,0.9,,none,True,135,other,Persona,Rational
220,220_e03,C,implementation_grounding,2.0,0.8,,none,True,135,other,Persona,Rational
220,220_e03,C,cognitive_load_clarity,3.0,0.9,,none,True,135,other,Persona,Rational
220,220_e03,C,stance_integrity,3.0,0.9,,none,True,135,other,Persona,Rational
220,220_e03,C,premature_convergence_risk,0.0,0.9,,none,True,135,other,Persona,Rational
220,220_e03,C,runaway_divergence_risk,1.0,0.9,,none,True,135,other,Persona,Rational
221,221_e07,C,exploration_opening,2.0,0.9,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,reframing_quality,1.0,0.9,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,evaluative_discipline,0.0,0.9,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,agency_preservation,3.0,0.9,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,anchor_management,1.0,0.8,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,coregulation_uptake,3.0,0.9,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,timing_fit,3.0,0.9,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,implementation_grounding,2.0,0.8,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,cognitive_load_clarity,3.0,0.9,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,stance_integrity,3.0,0.9,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,premature_convergence_risk,1.0,0.8,,none,True,102,ideation_burst,Persona,Rational
221,221_e07,C,runaway_divergence_risk,0.0,0.9,,none,True,102,ideation_burst,Persona,Rational
227,227_e06,C,exploration_opening,1.0,0.9,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,reframing_quality,0.0,0.9,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,evaluative_discipline,0.0,0.9,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,agency_preservation,3.0,0.9,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,anchor_management,0.0,0.9,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,coregulation_uptake,1.0,0.9,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,timing_fit,1.0,0.8,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,implementation_grounding,1.0,0.9,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,cognitive_load_clarity,1.0,0.9,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,stance_integrity,0.0,0.9,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,premature_convergence_risk,0.0,0.8,,none,True,170,user_agency_event,GPT,GPT
227,227_e06,C,runaway_divergence_risk,3.0,0.9,,none,True,170,user_agency_event,GPT,GPT
296,296_e05,C,exploration_opening,1.0,0.9,,none,True,68,other,Persona,Divergent
296,296_e05,C,reframing_quality,0.0,0.9,,none,True,68,other,Persona,Divergent
296,296_e05,C,evaluative_discipline,0.0,0.9,,none,True,68,other,Persona,Divergent
296,296_e05,C,agency_preservation,2.0,0.8,,none,True,68,other,Persona,Divergent
296,296_e05,C,anchor_management,0.0,0.9,,none,True,68,other,Persona,Divergent
296,296_e05,C,coregulation_uptake,2.0,0.8,,none,True,68,other,Persona,Divergent
296,296_e05,C,timing_fit,2.0,0.8,,none,True,68,other,Persona,Divergent
296,296_e05,C,implementation_grounding,1.0,0.8,,none,True,68,other,Persona,Divergent
296,296_e05,C,cognitive_load_clarity,3.0,0.9,,none,True,68,other,Persona,Divergent
296,296_e05,C,stance_integrity,2.0,0.8,,none,True,68,other,Persona,Divergent
296,296_e05,C,premature_convergence_risk,2.0,0.8,,none,True,68,other,Persona,Divergent
296,296_e05,C,runaway_divergence_risk,0.0,0.9,,none,True,68,other,Persona,Divergent
297,297_e01,C,exploration_opening,3.0,0.9,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,reframing_quality,2.0,0.8,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,evaluative_discipline,,1.0,,none,False,80,opening_frame,Persona,Divergent
297,297_e01,C,agency_preservation,3.0,0.9,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,anchor_management,3.0,0.8,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,coregulation_uptake,3.0,0.9,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,timing_fit,3.0,0.9,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,implementation_grounding,1.0,0.8,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,cognitive_load_clarity,3.0,0.9,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,stance_integrity,3.0,0.9,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,premature_convergence_risk,0.0,0.9,,none,True,80,opening_frame,Persona,Divergent
297,297_e01,C,runaway_divergence_risk,1.0,0.8,,none,True,80,opening_frame,Persona,Divergent
298,298_e05,C,exploration_opening,3.0,0.9,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,reframing_quality,2.0,0.8,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,evaluative_discipline,1.0,0.8,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,agency_preservation,3.0,0.9,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,anchor_management,2.0,0.8,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,coregulation_uptake,4.0,0.9,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,timing_fit,3.0,0.8,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,implementation_grounding,2.0,0.8,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,cognitive_load_clarity,3.0,0.9,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,stance_integrity,3.0,0.9,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,premature_convergence_risk,2.0,0.7,,none,True,188,ideation_burst,Persona,Divergent
298,298_e05,C,runaway_divergence_risk,1.0,0.8,,none,True,188,ideation_burst,Persona,Divergent
299,299_e02,C,exploration_opening,4.0,0.9,,none,True,116,repair_event,Persona,Divergent
299,299_e02,C,reframing_quality,3.0,0.9,,none,True,116,repair_event,Persona,Divergent
299,299_e02,C,evaluative_discipline,,1.0,,none,False,116,repair_event,Persona,Divergent
299,299_e02,C,agency_preservation,4.0,0.9,,none,True,116,repair_event,Persona,Divergent
299,299_e02,C,anchor_management,3.0,0.8,,none,True,116,repair_event,Persona,Divergent
299,299_e02,C,coregulation_uptake,4.0,0.9,,none,True,116,repair_event,Persona,Divergent
299,299_e02,C,timing_fit,4.0,0.9,,none,True,116,repair_event,Persona,Divergent
299,299_e02,C,implementation_grounding,2.0,0.8,,none,True,116,repair_event,Persona,Divergent
