conversation_id,episode_id,criterion,episode_type,condition_original_hidden,persona_family_original_hidden,episode_word_count,score_0_4_A,score_0_4_B,disagreement,high_disagreement,final_score,decision,final_confidence,usable_for_inference_A,usable_for_inference_B,possible_biases_A
155,155_e03,exploration_opening,other,GPT,GPT,78,3.0,,,False,3.0,single_scorer,0.9,True,,none
155,155_e03,implementation_grounding,other,GPT,GPT,78,2.0,,,False,2.0,single_scorer,0.7,True,,none
155,155_e03,premature_convergence_risk,other,GPT,GPT,78,0.0,,,False,0.0,single_scorer,0.9,True,,none
155,155_e03,reframing_quality,other,GPT,GPT,78,2.0,,,False,2.0,single_scorer,0.8,True,,none
155,155_e03,runaway_divergence_risk,other,GPT,GPT,78,0.0,,,False,0.0,single_scorer,0.9,True,,none
155,155_e03,stance_integrity,other,GPT,GPT,78,4.0,,,False,4.0,single_scorer,0.9,True,,none
155,155_e03,timing_fit,other,GPT,GPT,78,4.0,,,False,4.0,single_scorer,0.9,True,,none
157,157_e04,agency_preservation,commitment_event,GPT,GPT,142,3.0,4.0,1.0,False,3.5,keep_mean,0.975,True,True,none
157,157_e04,anchor_management,commitment_event,GPT,GPT,142,2.0,3.0,1.0,False,2.5,keep_mean,0.95,True,True,none
157,157_e04,cognitive_load_clarity,commitment_event,GPT,GPT,142,4.0,4.0,0.0,False,4.0,keep_mean,0.95,True,True,none
157,157_e04,coregulation_uptake,commitment_event,GPT,GPT,142,3.0,4.0,1.0,False,3.5,keep_mean,0.9,True,True,none
157,157_e04,evaluative_discipline,commitment_event,GPT,GPT,142,3.0,3.0,0.0,False,3.0,keep_mean,0.925,True,True,none
157,157_e04,exploration_opening,commitment_event,GPT,GPT,142,3.0,3.0,0.0,False,3.0,keep_mean,0.95,True,True,none
157,157_e04,implementation_grounding,commitment_event,GPT,GPT,142,3.0,3.0,0.0,False,3.0,keep_mean,0.9,True,True,none
157,157_e04,premature_convergence_risk,commitment_event,GPT,GPT,142,0.0,0.0,0.0,False,0.0,keep_mean,1.0,True,True,none
157,157_e04,reframing_quality,commitment_event,GPT,GPT,142,2.0,2.0,0.0,False,2.0,keep_mean,0.9,True,True,none
157,157_e04,runaway_divergence_risk,commitment_event,GPT,GPT,142,0.0,0.0,0.0,False,0.0,keep_mean,1.0,True,True,none
157,157_e04,stance_integrity,commitment_event,GPT,GPT,142,4.0,4.0,0.0,False,4.0,keep_mean,0.975,True,True,none
157,157_e04,timing_fit,commitment_event,GPT,GPT,142,4.0,4.0,0.0,False,4.0,keep_mean,0.925,True,True,none
160,160_e03,agency_preservation,other,GPT,GPT,114,4.0,,,False,4.0,single_scorer,0.9,True,,none
160,160_e03,anchor_management,other,GPT,GPT,114,3.0,,,False,3.0,single_scorer,0.9,True,,none
160,160_e03,cognitive_load_clarity,other,GPT,GPT,114,3.0,,,False,3.0,single_scorer,0.9,True,,none
160,160_e03,coregulation_uptake,other,GPT,GPT,114,3.0,,,False,3.0,single_scorer,0.9,True,,none
160,160_e03,evaluative_discipline,other,GPT,GPT,114,2.0,,,False,2.0,single_scorer,0.7,True,,none
160,160_e03,exploration_opening,other,GPT,GPT,114,3.0,,,False,3.0,single_scorer,0.9,True,,none
160,160_e03,implementation_grounding,other,GPT,GPT,114,2.0,,,False,2.0,single_scorer,0.7,True,,none
160,160_e03,premature_convergence_risk,other,GPT,GPT,114,0.0,,,False,0.0,single_scorer,0.9,True,,none
160,160_e03,reframing_quality,other,GPT,GPT,114,3.0,,,False,3.0,single_scorer,0.9,True,,none
160,160_e03,runaway_divergence_risk,other,GPT,GPT,114,0.0,,,False,0.0,single_scorer,0.9,True,,none
160,160_e03,stance_integrity,other,GPT,GPT,114,4.0,,,False,4.0,single_scorer,0.9,True,,none
160,160_e03,timing_fit,other,GPT,GPT,114,4.0,,,False,4.0,single_scorer,0.9,True,,none
161,161_e02,agency_preservation,other,GPT,GPT,84,3.0,,,False,3.0,single_scorer,0.9,True,,none
161,161_e02,anchor_management,other,GPT,GPT,84,3.0,,,False,3.0,single_scorer,0.9,True,,none
161,161_e02,cognitive_load_clarity,other,GPT,GPT,84,3.0,,,False,3.0,single_scorer,0.9,True,,none
161,161_e02,coregulation_uptake,other,GPT,GPT,84,2.0,,,False,2.0,single_scorer,0.7,True,,none
161,161_e02,evaluative_discipline,other,GPT,GPT,84,1.0,,,False,1.0,single_scorer,0.6,True,,none
161,161_e02,exploration_opening,other,GPT,GPT,84,2.0,,,False,2.0,single_scorer,0.8,True,,none
161,161_e02,implementation_grounding,other,GPT,GPT,84,1.0,,,False,1.0,single_scorer,0.6,True,,none
161,161_e02,premature_convergence_risk,other,GPT,GPT,84,0.0,,,False,0.0,single_scorer,0.9,True,,none
161,161_e02,reframing_quality,other,GPT,GPT,84,1.0,,,False,1.0,single_scorer,0.7,True,,none
161,161_e02,runaway_divergence_risk,other,GPT,GPT,84,0.0,,,False,0.0,single_scorer,0.9,True,,none
161,161_e02,stance_integrity,other,GPT,GPT,84,4.0,,,False,4.0,single_scorer,0.9,True,,none
161,161_e02,timing_fit,other,GPT,GPT,84,3.0,,,False,3.0,single_scorer,0.9,True,,none
167,167_e03,agency_preservation,commitment_event,Persona,Convergent,168,4.0,4.0,0.0,False,4.0,keep_mean,0.925,True,True,none
167,167_e03,anchor_management,commitment_event,Persona,Convergent,168,3.0,3.0,0.0,False,3.0,keep_mean,0.925,True,True,none
167,167_e03,cognitive_load_clarity,commitment_event,Persona,Convergent,168,4.0,4.0,0.0,False,4.0,keep_mean,0.925,True,True,none
167,167_e03,coregulation_uptake,commitment_event,Persona,Convergent,168,4.0,4.0,0.0,False,4.0,keep_mean,0.925,True,True,none
167,167_e03,evaluative_discipline,commitment_event,Persona,Convergent,168,3.0,3.0,0.0,False,3.0,keep_mean,0.925,True,True,none
167,167_e03,exploration_opening,commitment_event,Persona,Convergent,168,3.0,3.0,0.0,False,3.0,keep_mean,0.925,True,True,none
167,167_e03,implementation_grounding,commitment_event,Persona,Convergent,168,3.0,4.0,1.0,False,3.5,keep_mean,0.925,True,True,none
167,167_e03,premature_convergence_risk,commitment_event,Persona,Convergent,168,0.0,0.0,0.0,False,0.0,keep_mean,0.975,True,True,none
167,167_e03,reframing_quality,commitment_event,Persona,Convergent,168,3.0,3.0,0.0,False,3.0,keep_mean,0.925,True,True,none
167,167_e03,runaway_divergence_risk,commitment_event,Persona,Convergent,168,0.0,0.0,0.0,False,0.0,keep_mean,0.975,True,True,none
167,167_e03,stance_integrity,commitment_event,Persona,Convergent,168,4.0,4.0,0.0,False,4.0,keep_mean,0.925,True,True,none
167,167_e03,timing_fit,commitment_event,Persona,Convergent,168,4.0,4.0,0.0,False,4.0,keep_mean,0.925,True,True,none
167,167_e04,agency_preservation,ideation_burst,Persona,Convergent,186,3.0,,,False,3.0,single_scorer,1.0,True,,none
167,167_e04,anchor_management,ideation_burst,Persona,Convergent,186,3.0,,,False,3.0,single_scorer,1.0,True,,none
167,167_e04,cognitive_load_clarity,ideation_burst,Persona,Convergent,186,4.0,,,False,4.0,single_scorer,1.0,True,,none
167,167_e04,coregulation_uptake,ideation_burst,Persona,Convergent,186,3.0,,,False,3.0,single_scorer,1.0,True,,none
167,167_e04,evaluative_discipline,ideation_burst,Persona,Convergent,186,3.0,,,False,3.0,single_scorer,1.0,True,,none
167,167_e04,exploration_opening,ideation_burst,Persona,Convergent,186,4.0,,,False,4.0,single_scorer,1.0,True,,none
167,167_e04,implementation_grounding,ideation_burst,Persona,Convergent,186,3.0,,,False,3.0,single_scorer,1.0,True,,none
167,167_e04,premature_convergence_risk,ideation_burst,Persona,Convergent,186,0.0,,,False,0.0,single_scorer,1.0,True,,none
167,167_e04,reframing_quality,ideation_burst,Persona,Convergent,186,3.0,,,False,3.0,single_scorer,1.0,True,,none
167,167_e04,runaway_divergence_risk,ideation_burst,Persona,Convergent,186,0.0,,,False,0.0,single_scorer,1.0,True,,none
167,167_e04,stance_integrity,ideation_burst,Persona,Convergent,186,4.0,,,False,4.0,single_scorer,1.0,True,,none
167,167_e04,timing_fit,ideation_burst,Persona,Convergent,186,4.0,,,False,4.0,single_scorer,1.0,True,,none
169,169_e01,agency_preservation,opening_frame,Persona,Convergent,66,3.0,,,False,3.0,single_scorer,0.9,True,,none
169,169_e01,anchor_management,opening_frame,Persona,Convergent,66,2.0,,,False,2.0,single_scorer,0.8,True,,none
169,169_e01,cognitive_load_clarity,opening_frame,Persona,Convergent,66,3.0,,,False,3.0,single_scorer,0.9,True,,none
169,169_e01,coregulation_uptake,opening_frame,Persona,Convergent,66,3.0,,,False,3.0,single_scorer,0.9,True,,none
169,169_e01,evaluative_discipline,opening_frame,Persona,Convergent,66,1.0,,,False,1.0,single_scorer,0.7,True,,none
169,169_e01,exploration_opening,opening_frame,Persona,Convergent,66,3.0,,,False,3.0,single_scorer,0.95,True,,none
169,169_e01,implementation_grounding,opening_frame,Persona,Convergent,66,1.0,,,False,1.0,single_scorer,0.7,True,,none
169,169_e01,premature_convergence_risk,opening_frame,Persona,Convergent,66,0.0,,,False,0.0,single_scorer,0.95,True,,none
169,169_e01,reframing_quality,opening_frame,Persona,Convergent,66,2.0,,,False,2.0,single_scorer,0.85,True,,none
169,169_e01,runaway_divergence_risk,opening_frame,Persona,Convergent,66,0.0,,,False,0.0,single_scorer,0.95,True,,none
169,169_e01,stance_integrity,opening_frame,Persona,Convergent,66,4.0,,,False,4.0,single_scorer,0.95,True,,none
169,169_e01,timing_fit,opening_frame,Persona,Convergent,66,4.0,,,False,4.0,single_scorer,0.95,True,,none
169,169_e03,agency_preservation,other,Persona,Convergent,213,4.0,4.0,0.0,False,4.0,keep_mean,0.95,True,True,none
169,169_e03,anchor_management,other,Persona,Convergent,213,3.0,3.0,0.0,False,3.0,keep_mean,0.9,True,True,none
169,169_e03,cognitive_load_clarity,other,Persona,Convergent,213,4.0,4.0,0.0,False,4.0,keep_mean,0.95,True,True,none
169,169_e03,coregulation_uptake,other,Persona,Convergent,213,4.0,4.0,0.0,False,4.0,keep_mean,0.95,True,True,none
169,169_e03,evaluative_discipline,other,Persona,Convergent,213,2.0,3.0,1.0,False,2.5,keep_mean,0.85,True,True,none
169,169_e03,exploration_opening,other,Persona,Convergent,213,3.0,4.0,1.0,False,3.5,keep_mean,0.95,True,True,none
169,169_e03,implementation_grounding,other,Persona,Convergent,213,3.0,3.0,0.0,False,3.0,keep_mean,0.9,True,True,none
169,169_e03,premature_convergence_risk,other,Persona,Convergent,213,0.0,0.0,0.0,False,0.0,keep_mean,0.95,True,True,none
169,169_e03,reframing_quality,other,Persona,Convergent,213,3.0,3.0,0.0,False,3.0,keep_mean,0.95,True,True,none
169,169_e03,runaway_divergence_risk,other,Persona,Convergent,213,0.0,0.0,0.0,False,0.0,keep_mean,0.95,True,True,none
169,169_e03,stance_integrity,other,Persona,Convergent,213,4.0,4.0,0.0,False,4.0,keep_mean,0.95,True,True,none
169,169_e03,timing_fit,other,Persona,Convergent,213,4.0,4.0,0.0,False,4.0,keep_mean,0.95,True,True,none
170,170_e04,agency_preservation,other,Persona,Convergent,153,4.0,,,False,4.0,single_scorer,0.95,True,,none
170,170_e04,anchor_management,other,Persona,Convergent,153,3.0,,,False,3.0,single_scorer,0.9,True,,none
170,170_e04,cognitive_load_clarity,other,Persona,Convergent,153,4.0,,,False,4.0,single_scorer,0.98,True,,none
170,170_e04,coregulation_uptake,other,Persona,Convergent,153,4.0,,,False,4.0,single_scorer,0.98,True,,none
170,170_e04,evaluative_discipline,other,Persona,Convergent,153,2.0,,,False,2.0,single_scorer,0.8,True,,none
170,170_e04,exploration_opening,other,Persona,Convergent,153,3.0,,,False,3.0,single_scorer,0.95,True,,none
170,170_e04,implementation_grounding,other,Persona,Convergent,153,3.0,,,False,3.0,single_scorer,0.85,True,,none
170,170_e04,premature_convergence_risk,other,Persona,Convergent,153,0.0,,,False,0.0,single_scorer,0.95,True,,none
170,170_e04,reframing_quality,other,Persona,Convergent,153,3.0,,,False,3.0,single_scorer,0.95,True,,none
170,170_e04,runaway_divergence_risk,other,Persona,Convergent,153,0.0,,,False,0.0,single_scorer,0.95,True,,none
170,170_e04,stance_integrity,other,Persona,Convergent,153,4.0,,,False,4.0,single_scorer,0.95,True,,none
170,170_e04,timing_fit,other,Persona,Convergent,153,4.0,,,False,4.0,single_scorer,0.95,True,,none
171,171_e02,agency_preservation,ideation_burst,Persona,Convergent,158,3.0,,,False,3.0,single_scorer,0.9,True,,none
171,171_e02,anchor_management,ideation_burst,Persona,Convergent,158,3.0,,,False,3.0,single_scorer,0.9,True,,none
171,171_e02,cognitive_load_clarity,ideation_burst,Persona,Convergent,158,3.0,,,False,3.0,single_scorer,0.9,True,,none
171,171_e02,coregulation_uptake,ideation_burst,Persona,Convergent,158,3.0,,,False,3.0,single_scorer,0.9,True,,none
171,171_e02,evaluative_discipline,ideation_burst,Persona,Convergent,158,2.0,,,False,2.0,single_scorer,0.7,True,,none
171,171_e02,exploration_opening,ideation_burst,Persona,Convergent,158,3.0,,,False,3.0,single_scorer,0.9,True,,none
171,171_e02,implementation_grounding,ideation_burst,Persona,Convergent,158,2.0,,,False,2.0,single_scorer,0.6,True,,none
171,171_e02,premature_convergence_risk,ideation_burst,Persona,Convergent,158,1.0,,,False,1.0,single_scorer,0.8,True,,none
171,171_e02,reframing_quality,ideation_burst,Persona,Convergent,158,2.0,,,False,2.0,single_scorer,0.8,True,,none
171,171_e02,runaway_divergence_risk,ideation_burst,Persona,Convergent,158,0.0,,,False,0.0,single_scorer,1.0,True,,none
171,171_e02,stance_integrity,ideation_burst,Persona,Convergent,158,4.0,,,False,4.0,single_scorer,1.0,True,,none
171,171_e02,timing_fit,ideation_burst,Persona,Convergent,158,4.0,,,False,4.0,single_scorer,1.0,True,,none
171,171_e05,agency_preservation,anchor_return,Persona,Convergent,115,4.0,4.0,0.0,False,4.0,keep_mean,0.98,True,True,none
171,171_e05,anchor_management,anchor_return,Persona,Convergent,115,3.0,3.0,0.0,False,3.0,keep_mean,0.91,True,True,none
171,171_e05,cognitive_load_clarity,anchor_return,Persona,Convergent,115,3.0,4.0,1.0,False,3.5,keep_mean,0.94,True,True,none
171,171_e05,coregulation_uptake,anchor_return,Persona,Convergent,115,4.0,4.0,0.0,False,4.0,keep_mean,0.98,True,True,none
171,171_e05,evaluative_discipline,anchor_return,Persona,Convergent,115,1.0,2.0,1.0,False,1.5,keep_mean,0.7749999999999999,True,True,none
171,171_e05,exploration_opening,anchor_return,Persona,Convergent,115,3.0,3.0,0.0,False,3.0,keep_mean,0.95,True,True,none
171,171_e05,implementation_grounding,anchor_return,Persona,Convergent,115,2.0,3.0,1.0,False,2.5,keep_mean,0.8400000000000001,True,True,none
171,171_e05,premature_convergence_risk,anchor_return,Persona,Convergent,115,0.0,0.0,0.0,False,0.0,keep_mean,1.0,True,True,none
171,171_e05,reframing_quality,anchor_return,Persona,Convergent,115,2.0,3.0,1.0,False,2.5,keep_mean,0.8999999999999999,True,True,none
171,171_e05,runaway_divergence_risk,anchor_return,Persona,Convergent,115,0.0,0.0,0.0,False,0.0,keep_mean,1.0,True,True,none
171,171_e05,stance_integrity,anchor_return,Persona,Convergent,115,4.0,4.0,0.0,False,4.0,keep_mean,0.995,True,True,none
171,171_e05,timing_fit,anchor_return,Persona,Convergent,115,4.0,4.0,0.0,False,4.0,keep_mean,0.98,True,True,none
175,175_e04,agency_preservation,ideation_burst,Persona,Convergent,112,3.0,,,False,3.0,single_scorer,1.0,True,,none
175,175_e04,anchor_management,ideation_burst,Persona,Convergent,112,3.0,,,False,3.0,single_scorer,1.0,True,,none
175,175_e04,cognitive_load_clarity,ideation_burst,Persona,Convergent,112,4.0,,,False,4.0,single_scorer,1.0,True,,none
175,175_e04,coregulation_uptake,ideation_burst,Persona,Convergent,112,3.0,,,False,3.0,single_scorer,1.0,True,,none
175,175_e04,evaluative_discipline,ideation_burst,Persona,Convergent,112,3.0,,,False,3.0,single_scorer,1.0,True,,none
175,175_e04,exploration_opening,ideation_burst,Persona,Convergent,112,4.0,,,False,4.0,single_scorer,1.0,True,,none
175,175_e04,implementation_grounding,ideation_burst,Persona,Convergent,112,3.0,,,False,3.0,single_scorer,1.0,True,,none
175,175_e04,premature_convergence_risk,ideation_burst,Persona,Convergent,112,0.0,,,False,0.0,single_scorer,1.0,True,,none
175,175_e04,reframing_quality,ideation_burst,Persona,Convergent,112,3.0,,,False,3.0,single_scorer,1.0,True,,none
175,175_e04,runaway_divergence_risk,ideation_burst,Persona,Convergent,112,0.0,,,False,0.0,single_scorer,1.0,True,,none
175,175_e04,stance_integrity,ideation_burst,Persona,Convergent,112,4.0,,,False,4.0,single_scorer,1.0,True,,none
175,175_e04,timing_fit,ideation_burst,Persona,Convergent,112,4.0,,,False,4.0,single_scorer,1.0,True,,none
175,175_e05,agency_preservation,ideation_burst,Persona,Convergent,237,3.0,,,False,3.0,single_scorer,0.94,True,,none
175,175_e05,anchor_management,ideation_burst,Persona,Convergent,237,2.0,,,False,2.0,single_scorer,0.85,True,,none
175,175_e05,cognitive_load_clarity,ideation_burst,Persona,Convergent,237,3.0,,,False,3.0,single_scorer,0.93,True,,none
175,175_e05,coregulation_uptake,ideation_burst,Persona,Convergent,237,3.0,,,False,3.0,single_scorer,0.93,True,,none
175,175_e05,evaluative_discipline,ideation_burst,Persona,Convergent,237,3.0,,,False,3.0,single_scorer,0.92,True,,none
175,175_e05,exploration_opening,ideation_burst,Persona,Convergent,237,3.0,,,False,3.0,single_scorer,0.95,True,,none
175,175_e05,implementation_grounding,ideation_burst,Persona,Convergent,237,3.0,,,False,3.0,single_scorer,0.91,True,,none
175,175_e05,premature_convergence_risk,ideation_burst,Persona,Convergent,237,1.0,,,False,1.0,single_scorer,0.88,True,,none
175,175_e05,reframing_quality,ideation_burst,Persona,Convergent,237,2.0,,,False,2.0,single_scorer,0.9,True,,none
175,175_e05,runaway_divergence_risk,ideation_burst,Persona,Convergent,237,1.0,,,False,1.0,single_scorer,0.87,True,,none
175,175_e05,stance_integrity,ideation_burst,Persona,Convergent,237,4.0,,,False,4.0,single_scorer,0.97,True,,none
175,175_e05,timing_fit,ideation_burst,Persona,Convergent,237,4.0,,,False,4.0,single_scorer,0.96,True,,none
176,176_e02,agency_preservation,other,Persona,Convergent,191,3.0,,,False,3.0,single_scorer,0.9,True,,none
176,176_e02,anchor_management,other,Persona,Convergent,191,2.0,,,False,2.0,single_scorer,0.8,True,,none
176,176_e02,cognitive_load_clarity,other,Persona,Convergent,191,3.0,,,False,3.0,single_scorer,0.9,True,,none
176,176_e02,coregulation_uptake,other,Persona,Convergent,191,3.0,,,False,3.0,single_scorer,0.9,True,,none
176,176_e02,evaluative_discipline,other,Persona,Convergent,191,2.0,,,False,2.0,single_scorer,0.7,True,,none
176,176_e02,exploration_opening,other,Persona,Convergent,191,3.0,,,False,3.0,single_scorer,0.9,True,,none
176,176_e02,implementation_grounding,other,Persona,Convergent,191,2.0,,,False,2.0,single_scorer,0.7,True,,none
176,176_e02,premature_convergence_risk,other,Persona,Convergent,191,1.0,,,False,1.0,single_scorer,0.8,True,,none
176,176_e02,reframing_quality,other,Persona,Convergent,191,3.0,,,False,3.0,single_scorer,0.9,True,,none
176,176_e02,runaway_divergence_risk,other,Persona,Convergent,191,1.0,,,False,1.0,single_scorer,0.8,True,,none
176,176_e02,stance_integrity,other,Persona,Convergent,191,4.0,,,False,4.0,single_scorer,0.9,True,,none
176,176_e02,timing_fit,other,Persona,Convergent,191,3.0,,,False,3.0,single_scorer,0.9,True,,none
180,180_e04,agency_preservation,other,GPT,GPT,167,3.0,,,False,3.0,single_scorer,0.9,True,,none
180,180_e04,anchor_management,other,GPT,GPT,167,2.0,,,False,2.0,single_scorer,0.8,True,,none
180,180_e04,cognitive_load_clarity,other,GPT,GPT,167,4.0,,,False,4.0,single_scorer,1.0,True,,none
180,180_e04,coregulation_uptake,other,GPT,GPT,167,3.0,,,False,3.0,single_scorer,0.9,True,,none
180,180_e04,evaluative_discipline,other,GPT,GPT,167,1.0,,,False,1.0,single_scorer,0.7,True,,none
180,180_e04,exploration_opening,other,GPT,GPT,167,2.0,,,False,2.0,single_scorer,0.8,True,,none
180,180_e04,implementation_grounding,other,GPT,GPT,167,3.0,,,False,3.0,single_scorer,0.8,True,,none
180,180_e04,premature_convergence_risk,other,GPT,GPT,167,1.0,,,False,1.0,single_scorer,0.8,True,,none
180,180_e04,reframing_quality,other,GPT,GPT,167,1.0,,,False,1.0,single_scorer,0.9,True,,none
180,180_e04,runaway_divergence_risk,other,GPT,GPT,167,0.0,,,False,0.0,single_scorer,1.0,True,,none
180,180_e04,stance_integrity,other,GPT,GPT,167,4.0,,,False,4.0,single_scorer,1.0,True,,none
180,180_e04,timing_fit,other,GPT,GPT,167,3.0,,,False,3.0,single_scorer,0.9,True,,none
184,184_e03,agency_preservation,repair_event,GPT,GPT,67,1.0,3.0,2.0,True,1.0,use_lower_score,0.7,True,True,none
184,184_e03,anchor_management,repair_event,GPT,GPT,67,1.0,1.0,0.0,False,1.0,keep_mean,0.8,True,True,none
184,184_e03,cognitive_load_clarity,repair_event,GPT,GPT,67,2.0,3.0,1.0,False,2.5,keep_mean,0.8,True,True,none
184,184_e03,coregulation_uptake,repair_event,GPT,GPT,67,1.0,2.0,1.0,False,1.5,keep_mean,0.7,True,True,none
184,184_e03,evaluative_discipline,repair_event,GPT,GPT,67,0.0,0.0,0.0,False,0.0,keep_mean,0.75,True,True,none
184,184_e03,exploration_opening,repair_event,GPT,GPT,67,2.0,2.0,0.0,False,2.0,keep_mean,0.8,True,True,none
184,184_e03,implementation_grounding,repair_event,GPT,GPT,67,0.0,1.0,1.0,False,0.5,keep_mean,0.65,True,True,none
184,184_e03,premature_convergence_risk,repair_event,GPT,GPT,67,1.0,0.0,1.0,False,0.5,keep_mean,0.9,True,True,none
184,184_e03,reframing_quality,repair_event,GPT,GPT,67,1.0,1.0,0.0,False,1.0,keep_mean,0.9,True,True,none
184,184_e03,runaway_divergence_risk,repair_event,GPT,GPT,67,0.0,0.0,0.0,False,0.0,keep_mean,0.75,True,True,none
184,184_e03,stance_integrity,repair_event,GPT,GPT,67,3.0,4.0,1.0,False,3.5,keep_mean,0.95,True,True,none
184,184_e03,timing_fit,repair_event,GPT,GPT,67,3.0,3.0,0.0,False,3.0,keep_mean,0.9,True,True,none
184,184_e05,agency_preservation,repair_event,GPT,GPT,81,4.0,,,False,4.0,single_scorer,0.9,True,,none
184,184_e05,anchor_management,repair_event,GPT,GPT,81,3.0,,,False,3.0,single_scorer,0.9,True,,none
184,184_e05,cognitive_load_clarity,repair_event,GPT,GPT,81,4.0,,,False,4.0,single_scorer,0.9,True,,none
184,184_e05,coregulation_uptake,repair_event,GPT,GPT,81,4.0,,,False,4.0,single_scorer,0.9,True,,none
184,184_e05,evaluative_discipline,repair_event,GPT,GPT,81,2.0,,,False,2.0,single_scorer,0.7,True,,none
184,184_e05,exploration_opening,repair_event,GPT,GPT,81,3.0,,,False,3.0,single_scorer,0.9,True,,none
184,184_e05,implementation_grounding,repair_event,GPT,GPT,81,1.0,,,False,1.0,single_scorer,0.6,True,,none
184,184_e05,premature_convergence_risk,repair_event,GPT,GPT,81,0.0,,,False,0.0,single_scorer,0.9,True,,none
184,184_e05,reframing_quality,repair_event,GPT,GPT,81,3.0,,,False,3.0,single_scorer,0.9,True,,none
184,184_e05,runaway_divergence_risk,repair_event,GPT,GPT,81,0.0,,,False,0.0,single_scorer,0.9,True,,none
184,184_e05,stance_integrity,repair_event,GPT,GPT,81,4.0,,,False,4.0,single_scorer,0.9,True,,none
184,184_e05,timing_fit,repair_event,GPT,GPT,81,4.0,,,False,4.0,single_scorer,0.9,True,,none
189,189_e01,agency_preservation,opening_frame,Persona,Divergent,43,4.0,,,False,4.0,single_scorer,1.0,True,,none
189,189_e01,anchor_management,opening_frame,Persona,Divergent,43,3.0,,,False,3.0,single_scorer,1.0,True,,none
189,189_e01,cognitive_load_clarity,opening_frame,Persona,Divergent,43,4.0,,,False,4.0,single_scorer,1.0,True,,none
189,189_e01,coregulation_uptake,opening_frame,Persona,Divergent,43,3.0,,,False,3.0,single_scorer,1.0,True,,none
189,189_e01,evaluative_discipline,opening_frame,Persona,Divergent,43,0.0,,,False,0.0,single_scorer,0.5,True,,none
189,189_e01,exploration_opening,opening_frame,Persona,Divergent,43,4.0,,,False,4.0,single_scorer,1.0,True,,none
189,189_e01,implementation_grounding,opening_frame,Persona,Divergent,43,1.0,,,False,1.0,single_scorer,1.0,True,,none
189,189_e01,premature_convergence_risk,opening_frame,Persona,Divergent,43,0.0,,,False,0.0,single_scorer,1.0,True,,none
189,189_e01,reframing_quality,opening_frame,Persona,Divergent,43,3.0,,,False,3.0,single_scorer,1.0,True,,none
189,189_e01,runaway_divergence_risk,opening_frame,Persona,Divergent,43,0.0,,,False,0.0,single_scorer,1.0,True,,none
189,189_e01,stance_integrity,opening_frame,Persona,Divergent,43,4.0,,,False,4.0,single_scorer,1.0,True,,none
189,189_e01,timing_fit,opening_frame,Persona,Divergent,43,4.0,,,False,4.0,single_scorer,1.0,True,,none
190,190_e01,agency_preservation,opening_frame,Persona,Divergent,43,4.0,,,False,4.0,single_scorer,1.0,True,,none
190,190_e01,anchor_management,opening_frame,Persona,Divergent,43,3.0,,,False,3.0,single_scorer,1.0,True,,none
