conversation_id,episode_id,scorer,criterion,score_0_4,confidence_0_1,usable_for_inference,episode_word_count,episode_type,condition_original_hidden,persona_family_original_hidden
167,167_e03,A,reframing_quality,3.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,evaluative_discipline,3.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,agency_preservation,4.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,anchor_management,3.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,coregulation_uptake,4.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,timing_fit,4.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,implementation_grounding,3.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,cognitive_load_clarity,4.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,stance_integrity,4.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,premature_convergence_risk,0.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e03,A,runaway_divergence_risk,0.0,0.95,True,168,commitment_event,Persona,Convergent
167,167_e04,A,exploration_opening,4.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,reframing_quality,3.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,evaluative_discipline,3.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,agency_preservation,3.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,anchor_management,3.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,coregulation_uptake,3.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,timing_fit,4.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,implementation_grounding,3.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,cognitive_load_clarity,4.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,stance_integrity,4.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,premature_convergence_risk,0.0,1.0,True,186,ideation_burst,Persona,Convergent
167,167_e04,A,runaway_divergence_risk,0.0,1.0,True,186,ideation_burst,Persona,Convergent
169,169_e01,A,exploration_opening,3.0,0.95,True,66,opening_frame,Persona,Convergent
169,169_e01,A,reframing_quality,2.0,0.85,True,66,opening_frame,Persona,Convergent
169,169_e01,A,evaluative_discipline,1.0,0.7,True,66,opening_frame,Persona,Convergent
169,169_e01,A,agency_preservation,3.0,0.9,True,66,opening_frame,Persona,Convergent
169,169_e01,A,anchor_management,2.0,0.8,True,66,opening_frame,Persona,Convergent
169,169_e01,A,coregulation_uptake,3.0,0.9,True,66,opening_frame,Persona,Convergent
169,169_e01,A,timing_fit,4.0,0.95,True,66,opening_frame,Persona,Convergent
169,169_e01,A,implementation_grounding,1.0,0.7,True,66,opening_frame,Persona,Convergent
169,169_e01,A,cognitive_load_clarity,3.0,0.9,True,66,opening_frame,Persona,Convergent
169,169_e01,A,stance_integrity,4.0,0.95,True,66,opening_frame,Persona,Convergent
169,169_e01,A,premature_convergence_risk,0.0,0.95,True,66,opening_frame,Persona,Convergent
169,169_e01,A,runaway_divergence_risk,0.0,0.95,True,66,opening_frame,Persona,Convergent
169,169_e03,A,exploration_opening,3.0,0.9,True,213,other,Persona,Convergent
169,169_e03,A,reframing_quality,3.0,0.9,True,213,other,Persona,Convergent
169,169_e03,A,evaluative_discipline,2.0,0.7,True,213,other,Persona,Convergent
169,169_e03,A,agency_preservation,4.0,0.9,True,213,other,Persona,Convergent
169,169_e03,A,anchor_management,3.0,0.8,True,213,other,Persona,Convergent
169,169_e03,A,coregulation_uptake,4.0,0.9,True,213,other,Persona,Convergent
169,169_e03,A,timing_fit,4.0,0.9,True,213,other,Persona,Convergent
169,169_e03,A,implementation_grounding,3.0,0.8,True,213,other,Persona,Convergent
169,169_e03,A,cognitive_load_clarity,4.0,0.9,True,213,other,Persona,Convergent
169,169_e03,A,stance_integrity,4.0,0.9,True,213,other,Persona,Convergent
169,169_e03,A,premature_convergence_risk,0.0,0.9,True,213,other,Persona,Convergent
169,169_e03,A,runaway_divergence_risk,0.0,0.9,True,213,other,Persona,Convergent
170,170_e01,A,ALL,,0.0,False,118,opening_frame,Persona,Convergent
170,170_e04,A,exploration_opening,3.0,0.95,True,153,other,Persona,Convergent
170,170_e04,A,reframing_quality,3.0,0.95,True,153,other,Persona,Convergent
170,170_e04,A,evaluative_discipline,2.0,0.8,True,153,other,Persona,Convergent
170,170_e04,A,agency_preservation,4.0,0.95,True,153,other,Persona,Convergent
170,170_e04,A,anchor_management,3.0,0.9,True,153,other,Persona,Convergent
170,170_e04,A,coregulation_uptake,4.0,0.98,True,153,other,Persona,Convergent
170,170_e04,A,timing_fit,4.0,0.95,True,153,other,Persona,Convergent
170,170_e04,A,implementation_grounding,3.0,0.85,True,153,other,Persona,Convergent
170,170_e04,A,cognitive_load_clarity,4.0,0.98,True,153,other,Persona,Convergent
170,170_e04,A,stance_integrity,4.0,0.95,True,153,other,Persona,Convergent
170,170_e04,A,premature_convergence_risk,0.0,0.95,True,153,other,Persona,Convergent
170,170_e04,A,runaway_divergence_risk,0.0,0.95,True,153,other,Persona,Convergent
171,171_e02,A,exploration_opening,3.0,0.9,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,reframing_quality,2.0,0.8,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,evaluative_discipline,2.0,0.7,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,agency_preservation,3.0,0.9,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,anchor_management,3.0,0.9,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,coregulation_uptake,3.0,0.9,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,timing_fit,4.0,1.0,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,implementation_grounding,2.0,0.6,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,cognitive_load_clarity,3.0,0.9,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,stance_integrity,4.0,1.0,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,premature_convergence_risk,1.0,0.8,True,158,ideation_burst,Persona,Convergent
171,171_e02,A,runaway_divergence_risk,0.0,1.0,True,158,ideation_burst,Persona,Convergent
171,171_e05,A,exploration_opening,3.0,0.95,True,115,anchor_return,Persona,Convergent
171,171_e05,A,reframing_quality,2.0,0.85,True,115,anchor_return,Persona,Convergent
171,171_e05,A,evaluative_discipline,1.0,0.7,True,115,anchor_return,Persona,Convergent
171,171_e05,A,agency_preservation,4.0,0.98,True,115,anchor_return,Persona,Convergent
171,171_e05,A,anchor_management,3.0,0.9,True,115,anchor_return,Persona,Convergent
171,171_e05,A,coregulation_uptake,4.0,0.99,True,115,anchor_return,Persona,Convergent
171,171_e05,A,timing_fit,4.0,1.0,True,115,anchor_return,Persona,Convergent
171,171_e05,A,implementation_grounding,2.0,0.75,True,115,anchor_return,Persona,Convergent
171,171_e05,A,cognitive_load_clarity,3.0,0.9,True,115,anchor_return,Persona,Convergent
171,171_e05,A,stance_integrity,4.0,1.0,True,115,anchor_return,Persona,Convergent
171,171_e05,A,premature_convergence_risk,0.0,1.0,True,115,anchor_return,Persona,Convergent
171,171_e05,A,runaway_divergence_risk,0.0,1.0,True,115,anchor_return,Persona,Convergent
175,175_e04,A,exploration_opening,4.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,reframing_quality,3.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,evaluative_discipline,3.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,agency_preservation,3.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,anchor_management,3.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,coregulation_uptake,3.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,timing_fit,4.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,implementation_grounding,3.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,cognitive_load_clarity,4.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,stance_integrity,4.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,premature_convergence_risk,0.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e04,A,runaway_divergence_risk,0.0,1.0,True,112,ideation_burst,Persona,Convergent
175,175_e05,A,exploration_opening,3.0,0.95,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,reframing_quality,2.0,0.9,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,evaluative_discipline,3.0,0.92,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,agency_preservation,3.0,0.94,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,anchor_management,2.0,0.85,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,coregulation_uptake,3.0,0.93,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,timing_fit,4.0,0.96,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,implementation_grounding,3.0,0.91,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,cognitive_load_clarity,3.0,0.93,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,stance_integrity,4.0,0.97,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,premature_convergence_risk,1.0,0.88,True,237,ideation_burst,Persona,Convergent
175,175_e05,A,runaway_divergence_risk,1.0,0.87,True,237,ideation_burst,Persona,Convergent
176,176_e02,A,exploration_opening,3.0,0.9,True,191,other,Persona,Convergent
176,176_e02,A,reframing_quality,3.0,0.9,True,191,other,Persona,Convergent
176,176_e02,A,evaluative_discipline,2.0,0.7,True,191,other,Persona,Convergent
176,176_e02,A,agency_preservation,3.0,0.9,True,191,other,Persona,Convergent
176,176_e02,A,anchor_management,2.0,0.8,True,191,other,Persona,Convergent
176,176_e02,A,coregulation_uptake,3.0,0.9,True,191,other,Persona,Convergent
176,176_e02,A,timing_fit,3.0,0.9,True,191,other,Persona,Convergent
176,176_e02,A,implementation_grounding,2.0,0.7,True,191,other,Persona,Convergent
176,176_e02,A,cognitive_load_clarity,3.0,0.9,True,191,other,Persona,Convergent
176,176_e02,A,stance_integrity,4.0,0.9,True,191,other,Persona,Convergent
176,176_e02,A,premature_convergence_risk,1.0,0.8,True,191,other,Persona,Convergent
176,176_e02,A,runaway_divergence_risk,1.0,0.8,True,191,other,Persona,Convergent
180,180_e04,A,exploration_opening,2.0,0.8,True,167,other,GPT,GPT
180,180_e04,A,reframing_quality,1.0,0.9,True,167,other,GPT,GPT
180,180_e04,A,evaluative_discipline,1.0,0.7,True,167,other,GPT,GPT
180,180_e04,A,agency_preservation,3.0,0.9,True,167,other,GPT,GPT
180,180_e04,A,anchor_management,2.0,0.8,True,167,other,GPT,GPT
180,180_e04,A,coregulation_uptake,3.0,0.9,True,167,other,GPT,GPT
180,180_e04,A,timing_fit,3.0,0.9,True,167,other,GPT,GPT
180,180_e04,A,implementation_grounding,3.0,0.8,True,167,other,GPT,GPT
180,180_e04,A,cognitive_load_clarity,4.0,1.0,True,167,other,GPT,GPT
180,180_e04,A,stance_integrity,4.0,1.0,True,167,other,GPT,GPT
180,180_e04,A,premature_convergence_risk,1.0,0.8,True,167,other,GPT,GPT
180,180_e04,A,runaway_divergence_risk,0.0,1.0,True,167,other,GPT,GPT
184,184_e03,A,exploration_opening,2.0,0.8,True,67,repair_event,GPT,GPT
184,184_e03,A,reframing_quality,1.0,0.9,True,67,repair_event,GPT,GPT
184,184_e03,A,evaluative_discipline,0.0,0.0,True,67,repair_event,GPT,GPT
184,184_e03,A,agency_preservation,1.0,0.7,True,67,repair_event,GPT,GPT
184,184_e03,A,anchor_management,1.0,0.8,True,67,repair_event,GPT,GPT
184,184_e03,A,coregulation_uptake,1.0,0.6,True,67,repair_event,GPT,GPT
184,184_e03,A,timing_fit,3.0,0.9,True,67,repair_event,GPT,GPT
184,184_e03,A,implementation_grounding,0.0,0.0,True,67,repair_event,GPT,GPT
184,184_e03,A,cognitive_load_clarity,2.0,0.7,True,67,repair_event,GPT,GPT
184,184_e03,A,stance_integrity,3.0,0.9,True,67,repair_event,GPT,GPT
184,184_e03,A,premature_convergence_risk,1.0,0.8,True,67,repair_event,GPT,GPT
184,184_e03,A,runaway_divergence_risk,0.0,0.0,True,67,repair_event,GPT,GPT
184,184_e05,A,exploration_opening,3.0,0.9,True,81,repair_event,GPT,GPT
184,184_e05,A,reframing_quality,3.0,0.9,True,81,repair_event,GPT,GPT
184,184_e05,A,evaluative_discipline,2.0,0.7,True,81,repair_event,GPT,GPT
184,184_e05,A,agency_preservation,4.0,0.9,True,81,repair_event,GPT,GPT
184,184_e05,A,anchor_management,3.0,0.9,True,81,repair_event,GPT,GPT
184,184_e05,A,coregulation_uptake,4.0,0.9,True,81,repair_event,GPT,GPT
184,184_e05,A,timing_fit,4.0,0.9,True,81,repair_event,GPT,GPT
184,184_e05,A,implementation_grounding,1.0,0.6,True,81,repair_event,GPT,GPT
184,184_e05,A,cognitive_load_clarity,4.0,0.9,True,81,repair_event,GPT,GPT
184,184_e05,A,stance_integrity,4.0,0.9,True,81,repair_event,GPT,GPT
184,184_e05,A,premature_convergence_risk,0.0,0.9,True,81,repair_event,GPT,GPT
184,184_e05,A,runaway_divergence_risk,0.0,0.9,True,81,repair_event,GPT,GPT
189,189_e01,A,exploration_opening,4.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,reframing_quality,3.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,evaluative_discipline,0.0,0.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,agency_preservation,4.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,anchor_management,3.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,coregulation_uptake,3.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,timing_fit,4.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,implementation_grounding,1.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,cognitive_load_clarity,4.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,stance_integrity,4.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,premature_convergence_risk,0.0,1.0,True,43,opening_frame,Persona,Divergent
189,189_e01,A,runaway_divergence_risk,0.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,exploration_opening,4.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,reframing_quality,3.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,evaluative_discipline,0.0,0.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,agency_preservation,4.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,anchor_management,3.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,coregulation_uptake,3.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,timing_fit,4.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,implementation_grounding,0.0,0.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,cognitive_load_clarity,4.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,stance_integrity,4.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,premature_convergence_risk,0.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e01,A,runaway_divergence_risk,0.0,1.0,True,43,opening_frame,Persona,Divergent
190,190_e02,A,exploration_opening,4.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,reframing_quality,3.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,evaluative_discipline,3.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,agency_preservation,4.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,anchor_management,3.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,coregulation_uptake,3.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,timing_fit,4.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,implementation_grounding,2.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,cognitive_load_clarity,3.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,stance_integrity,4.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,premature_convergence_risk,0.0,1.0,True,157,critique_event,Persona,Divergent
190,190_e02,A,runaway_divergence_risk,0.0,1.0,True,157,critique_event,Persona,Divergent
194,194_e03,A,ALL,,0.0,False,68,repair_event,Persona,BoundedRational
194,194_e06,A,ALL,,0.0,False,274,ideation_burst,Persona,BoundedRational
195,195_e01,A,exploration_opening,4.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,reframing_quality,3.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,evaluative_discipline,0.0,0.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,agency_preservation,4.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,anchor_management,3.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,coregulation_uptake,3.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,timing_fit,4.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,implementation_grounding,1.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,cognitive_load_clarity,4.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,stance_integrity,4.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,premature_convergence_risk,0.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e01,A,runaway_divergence_risk,0.0,1.0,True,44,opening_frame,Persona,BoundedRational
195,195_e04,A,exploration_opening,3.0,0.95,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,reframing_quality,2.0,0.9,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,evaluative_discipline,1.0,0.85,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,agency_preservation,3.0,0.92,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,anchor_management,2.0,0.88,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,coregulation_uptake,3.0,0.93,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,timing_fit,3.0,0.91,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,implementation_grounding,1.0,0.8,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,cognitive_load_clarity,3.0,0.94,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,stance_integrity,4.0,0.96,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,premature_convergence_risk,1.0,0.87,True,191,critique_event,Persona,BoundedRational
195,195_e04,A,runaway_divergence_risk,1.0,0.89,True,191,critique_event,Persona,BoundedRational
196,196_e03,A,exploration_opening,4.0,0.95,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,reframing_quality,3.0,0.92,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,evaluative_discipline,2.0,0.75,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,agency_preservation,4.0,0.98,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,anchor_management,3.0,0.88,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,coregulation_uptake,3.0,0.94,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,timing_fit,4.0,0.99,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,implementation_grounding,3.0,0.85,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,cognitive_load_clarity,4.0,0.97,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,stance_integrity,4.0,0.99,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,premature_convergence_risk,0.0,0.95,True,355,ideation_burst,Persona,BoundedRational
196,196_e03,A,runaway_divergence_risk,0.0,0.98,True,355,ideation_burst,Persona,BoundedRational
199,199_e01,A,ALL,,0.0,False,43,opening_frame,Persona,BoundedRational
199,199_e03,A,exploration_opening,3.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,reframing_quality,3.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,evaluative_discipline,2.0,0.7,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,agency_preservation,4.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,anchor_management,3.0,0.8,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,coregulation_uptake,4.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,timing_fit,4.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,implementation_grounding,4.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,cognitive_load_clarity,4.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,stance_integrity,4.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,premature_convergence_risk,0.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e03,A,runaway_divergence_risk,0.0,0.9,True,81,implementation_grounding_event,Persona,BoundedRational
199,199_e04,A,exploration_opening,3.0,0.98,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,reframing_quality,3.0,0.98,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,evaluative_discipline,2.0,0.85,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,agency_preservation,4.0,0.99,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,anchor_management,3.0,0.97,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,coregulation_uptake,3.0,0.98,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,timing_fit,4.0,0.99,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,implementation_grounding,2.0,0.8,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,cognitive_load_clarity,3.0,0.96,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,stance_integrity,4.0,0.99,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,premature_convergence_risk,0.0,1.0,True,96,critique_event,Persona,BoundedRational
199,199_e04,A,runaway_divergence_risk,0.0,1.0,True,96,critique_event,Persona,BoundedRational
199,199_e05,A,exploration_opening,2.0,0.7,True,81,other,Persona,BoundedRational
